"country","iso_code","region","income_group","year","arima_model","forecast_coverage","lower_ci","upper_ci","reported_coverage","delta","lower_delta","upper_delta","within_ci","surviving_infants","missed_immunisations"
"Brunei Darussalam","BRN","Asia","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.989,0.982967358142986,0.99,0.99,0.00100000000000022,0.00703264185701424,0,TRUE,6209,62
"Brunei Darussalam","BRN","Asia","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.989,0.982967358142986,0.99,0.99,0.00100000000000022,0.00703264185701424,0,TRUE,6098,61
"Brunei Darussalam","BRN","Asia","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.989,0.982967358142986,0.99,0.99,0.00100000000000022,0.00703264185701424,0,TRUE,6009,60
"Bhutan","BTN","Asia","LMIC",2020,"ARIMA(0,1,1)",0.98613576777218,0.953291120304536,0.99,0.96,-0.02613576777218,0.00670887969546397,-0.03,TRUE,9568,383
"Bhutan","BTN","Asia","LMIC",2021,"ARIMA(0,1,1)",0.98613576777218,0.951298202546012,0.99,0.99,0.00386423222782006,0.0387017974539876,0,TRUE,9507,95
"Bhutan","BTN","Asia","LMIC",2022,"ARIMA(0,1,1)",0.98613576777218,0.949413281003156,0.99,0.98,-0.00613576777217995,0.0305867189968441,-0.01,TRUE,9469,189
"Botswana","BWA","Africa","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.98,0.98,0.98,0.98,0,0,0,TRUE,59780,1196
"Botswana","BWA","Africa","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.98,0.98,0.98,0.98,0,0,0,TRUE,59251,1185
"Botswana","BWA","Africa","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.98,0.98,0.98,0.98,0,0,0,TRUE,58829,1177
"Canada","CAN","Americas","HIC",2020,"ARIMA(1,0,0) with non-zero mean",0.941339399012465,0.933430579817866,0.949248218207064,0.94,-0.00133939901246516,0.00656942018213413,-0.00924821820706445,TRUE,369130,22148
"Canada","CAN","Americas","HIC",2021,"ARIMA(1,0,0) with non-zero mean",0.942497297608383,0.932042852851623,0.952951742365144,0.94,-0.00249729760838324,0.00795714714837725,-0.0129517423651437,TRUE,372355,22341
"Canada","CAN","Americas","HIC",2022,"ARIMA(1,0,0) with non-zero mean",0.943498290700025,0.931488677969507,0.955507903430542,0.94,-0.00349829070002461,0.00851132203049265,-0.0155079034305419,TRUE,374917,22495
"Switzerland","CHE","Europe","HIC",2020,"ARIMA(0,1,1) with drift",0.982478647297879,0.967672557822414,0.99,0.98,-0.00247864729787928,0.0123274421775863,-0.01,TRUE,86290,1726
"Switzerland","CHE","Europe","HIC",2021,"ARIMA(0,1,1) with drift",0.984277956323381,0.968728112533966,0.99,0.97,-0.0142779563233811,0.00127188746603357,-0.02,TRUE,86846,2605
"Switzerland","CHE","Europe","HIC",2022,"ARIMA(0,1,1) with drift",0.986077265348883,0.969817652862882,0.99,0.97,-0.016077265348883,0.000182347137117622,-0.02,TRUE,86249,2587
"Chile","CHL","Americas","HIC",2020,"ARIMA(0,0,1) with non-zero mean",0.966855095104702,0.920072901752283,0.99,0.98,0.0131449048952978,0.0599270982477174,-0.01,TRUE,226847,4537
"Chile","CHL","Americas","HIC",2021,"ARIMA(0,0,1) with non-zero mean",0.961354506828141,0.905884203868412,0.99,0.99,0.0286454931718594,0.0841157961315877,0,TRUE,228192,2282
"Chile","CHL","Americas","HIC",2022,"ARIMA(0,0,1) with non-zero mean",0.961354506828141,0.905884203868412,0.99,0.99,0.0286454931718594,0.0841157961315877,0,TRUE,229841,2298
"China","CHN","Asia","UMIC",2020,"ARIMA(0,1,0)",0.99,0.97145577930175,0.99,0.99,0,0.0185442206982505,0,TRUE,12179125,121791
"China","CHN","Asia","UMIC",2021,"ARIMA(0,1,0)",0.99,0.963774511584894,0.99,0.99,0,0.0262254884151056,0,TRUE,10828527,108285
"China","CHN","Asia","UMIC",2022,"ARIMA(0,1,0)",0.99,0.95788046756386,0.99,0.99,0,0.0321195324361402,0,TRUE,10703232,107032
"Cote d'Ivoire","CIV","Africa","LMIC",2020,"ARIMA(0,1,0)",0.92,0.76404280756351,0.99,0.84,-0.0800000000000001,0.0759571924364905,-0.15,TRUE,875926,140148
"Cote d'Ivoire","CIV","Africa","LMIC",2021,"ARIMA(0,1,0)",0.92,0.699443223306684,0.99,0.85,-0.0700000000000001,0.150556776693316,-0.14,TRUE,891654,133748
"Cote d'Ivoire","CIV","Africa","LMIC",2022,"ARIMA(0,1,0)",0.92,0.649874218894202,0.99,0.85,-0.0700000000000001,0.200125781105798,-0.14,TRUE,901482,135222
"Cameroon","CMR","Africa","LMIC",2020,"ARIMA(1,0,0) with non-zero mean",0.750993279440222,0.675406854676317,0.826579704204126,0.77,0.0190067205597783,0.0945931453236828,-0.0565797042041263,TRUE,903212,207739
"Cameroon","CMR","Africa","LMIC",2021,"ARIMA(1,0,0) with non-zero mean",0.751914355253928,0.648830991579504,0.854997718928352,0.76,0.0080856447460721,0.111169008420496,-0.0949977189283523,TRUE,913361,219207
"Cameroon","CMR","Africa","LMIC",2022,"ARIMA(1,0,0) with non-zero mean",0.752768476078582,0.63090479034761,0.874632161809554,0.75,-0.00276847607858233,0.11909520965239,-0.124632161809554,TRUE,923258,230814
"Democratic Republic of the Congo","COD","Africa","LIC",2020,"ARIMA(0,1,0) with drift",0.85842105263165,0.767361963581783,0.949480141681517,0.83,-0.02842105263165,0.0626380364182166,-0.119480141681517,TRUE,3759997,639199
"Democratic Republic of the Congo","COD","Africa","LIC",2021,"ARIMA(0,1,0) with drift",0.8768421052633,0.748065106551639,0.99,0.81,-0.0668421052632998,0.0619348934483609,-0.18,TRUE,3864669,734287
"Democratic Republic of the Congo","COD","Africa","LIC",2022,"ARIMA(0,1,0) with drift",0.89526315789495,0.737544189169642,0.99,0.81,-0.0852631578949498,0.0724558108303579,-0.18,TRUE,3965786,753499
"Congo","COG","Africa","LMIC",2020,"ARIMA(0,1,0)",0.82,0.699934931717899,0.940065068282101,0.77,-0.0499999999999999,0.0700650682821015,-0.170065068282101,TRUE,172741,39730
"Congo","COG","Africa","LMIC",2021,"ARIMA(0,1,0)",0.82,0.650202352068201,0.989797647931799,0.81,-0.0099999999999999,0.1597976479318,-0.179797647931799,TRUE,174283,33114
"Congo","COG","Africa","LMIC",2022,"ARIMA(0,1,0)",0.82,0.612041201521174,0.99,0.82,0,0.207958798478826,-0.17,TRUE,174567,31422
"Colombia","COL","Americas","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.9365,0.864199123609793,0.99,0.92,-0.0164999999999996,0.0558008763902069,-0.07,TRUE,726305,58104
"Colombia","COL","Americas","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.9365,0.864199123609793,0.99,0.9,-0.0364999999999996,0.0358008763902069,-0.09,TRUE,723229,72323
"Colombia","COL","Americas","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.9365,0.864199123609793,0.99,0.91,-0.0264999999999996,0.0458008763902069,-0.08,TRUE,716393,64475
"Comoros","COM","Africa","LMIC",2020,"ARIMA(1,1,0)",0.96,0.857675031696923,0.99,0.96,0,0.102324968303077,-0.03,TRUE,23208,928
"Comoros","COM","Africa","LMIC",2021,"ARIMA(1,1,0)",0.96,0.844218747477378,0.99,0.96,0,0.115781252522622,-0.03,TRUE,23279,931
"Comoros","COM","Africa","LMIC",2022,"ARIMA(1,1,0)",0.96,0.821044913448202,0.99,0.9,-0.0599999999999999,0.0789550865517978,-0.09,TRUE,23300,2330
"Cabo Verde","CPV","Africa","LMIC",2020,"ARIMA(1,0,0) with non-zero mean",0.965005978702377,0.928169313678075,0.99,0.93,-0.0350059787023773,0.00183068632192473,-0.0599999999999999,TRUE,9903,693
"Cabo Verde","CPV","Africa","LMIC",2021,"ARIMA(1,0,0) with non-zero mean",0.966991642000987,0.927362891069401,0.99,0.93,-0.0369916420009867,0.00263710893059899,-0.0599999999999999,TRUE,9876,691
"Cabo Verde","CPV","Africa","LMIC",2022,"ARIMA(1,0,0) with non-zero mean",0.967779271947069,0.927728938375873,0.99,0.97,0.00222072805293061,0.0422710616241267,-0.02,TRUE,9809,294
"Costa Rica","CRI","Americas","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.934,0.860554667184175,0.99,0.99,0.0560000000000002,0.129445332815825,0,TRUE,61865,619
"Costa Rica","CRI","Americas","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.934,0.860554667184175,0.99,0.97,0.0360000000000001,0.109445332815825,-0.02,TRUE,60831,1825
"Costa Rica","CRI","Americas","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.934,0.860554667184175,0.99,0.98,0.0460000000000002,0.119445332815825,-0.01,TRUE,60159,1203
"Cuba","CUB","Americas","UMIC",2020,"ARIMA(0,0,1) with non-zero mean",0.980501381972374,0.928856326006366,0.99,0.99,0.00949861802762619,0.0611436739936341,0,TRUE,105244,1052
"Cuba","CUB","Americas","UMIC",2021,"ARIMA(0,0,1) with non-zero mean",0.975384710142862,0.916942021806775,0.99,0.99,0.0146152898571376,0.0730579781932247,0,TRUE,100100,1001
"Cuba","CUB","Americas","UMIC",2022,"ARIMA(0,0,1) with non-zero mean",0.975384710142862,0.916942021806775,0.99,0.99,0.0146152898571376,0.0730579781932247,0,TRUE,99349,993
"Cyprus","CYP","Asia","HIC",2020,"ARIMA(1,0,0) with non-zero mean",0.981447077448764,0.973212075585982,0.989682079311546,0.98,-0.00144707744876416,0.00678792441401765,-0.00968207931154597,TRUE,13055,261
"Cyprus","CYP","Asia","HIC",2021,"ARIMA(1,0,0) with non-zero mean",0.982226093480053,0.972873628129721,0.99,0.98,-0.00222609348005276,0.00712637187027876,-0.01,TRUE,12795,256
"Cyprus","CYP","Asia","HIC",2022,"ARIMA(1,0,0) with non-zero mean",0.982645467009454,0.972993301860297,0.99,0.98,-0.00264546700945356,0.00700669813970267,-0.01,TRUE,12494,250
"Czechia","CZE","Europe","HIC",2020,"ARIMA(0,0,1) with non-zero mean",0.988790336663917,0.984268897675399,0.99,0.99,0.00120966333608252,0.00573110232460106,0,TRUE,106811,1068
"Czechia","CZE","Europe","HIC",2021,"ARIMA(0,0,1) with non-zero mean",0.98899770847784,0.982869630506039,0.99,0.98,-0.00899770847783987,-0.00286963050603861,-0.01,FALSE,103737,2075
"Czechia","CZE","Europe","HIC",2022,"ARIMA(0,0,1) with non-zero mean",0.98899770847784,0.982869630506039,0.99,0.98,-0.00899770847783987,-0.00286963050603861,-0.01,FALSE,101350,2027
"Germany","DEU","Europe","HIC",2020,"ARIMA(1,0,0) with non-zero mean",0.979580820278424,0.970307407109453,0.988854233447395,0.98,0.000419179721576124,0.00969259289054747,-0.00885423344739522,TRUE,758344,15167
"Germany","DEU","Europe","HIC",2021,"ARIMA(1,0,0) with non-zero mean",0.979202898053801,0.966717017287397,0.99,0.98,0.000797101946199308,0.0132829827126031,-0.01,TRUE,761164,15223
"Germany","DEU","Europe","HIC",2022,"ARIMA(1,0,0) with non-zero mean",0.978862172583286,0.964277404046081,0.99,0.98,0.00113782741671387,0.0157225959539193,-0.01,TRUE,759263,15185
"Djibouti","DJI","Africa","LMIC",2020,"ARIMA(0,1,0)",0.9,0.765706566343127,0.99,0.76,-0.14,-0.00570656634312661,-0.23,FALSE,23678,5683
"Djibouti","DJI","Africa","LMIC",2021,"ARIMA(0,1,0)",0.9,0.710080404784798,0.99,0.7,-0.2,-0.0100804047847982,-0.29,FALSE,23740,7122
"Djibouti","DJI","Africa","LMIC",2022,"ARIMA(0,1,0)",0.9,0.667396949783415,0.99,0.7,-0.2,0.032603050216585,-0.29,TRUE,23785,7136
"Dominica","DMA","Americas","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.986,0.97122310564936,0.99,0.99,0.00400000000000023,0.0187768943506404,0,TRUE,947,9
"Dominica","DMA","Americas","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.986,0.97122310564936,0.99,0.95,-0.0359999999999998,-0.0212231056493596,-0.04,FALSE,955,48
"Dominica","DMA","Americas","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.986,0.97122310564936,0.99,0.95,-0.0359999999999998,-0.0212231056493596,-0.04,FALSE,956,48
"Denmark","DNK","Europe","HIC",2020,"ARIMA(1,0,0) with non-zero mean",0.967054636661208,0.925369123215411,0.99,0.97,0.00294536333879158,0.0446308767845893,-0.02,TRUE,61231,1837
"Denmark","DNK","Europe","HIC",2021,"ARIMA(1,0,0) with non-zero mean",0.964780424593115,0.912114786479994,0.99,0.98,0.0152195754068852,0.0678852135200056,-0.01,TRUE,62994,1260
