"country","iso_code","region","income_group","year","arima_model","forecast_coverage","lower_ci","upper_ci","reported_coverage","delta","lower_delta","upper_delta","within_ci","surviving_infants","missed_immunisations"
"Denmark","DNK","Europe","HIC",2022,"ARIMA(1,0,0) with non-zero mean",0.963024430532027,0.904789440805869,0.99,0.98,0.0169755694679725,0.0752105591941312,-0.01,TRUE,63946,1279
"Dominican Republic","DOM","Americas","UMIC",2020,"ARIMA(0,1,0)",0.96,0.88303181636298,0.99,0.86,-0.1,-0.0230318163629798,-0.13,FALSE,201711,28240
"Dominican Republic","DOM","Americas","UMIC",2021,"ARIMA(0,1,0)",0.96,0.851150550829303,0.99,0.99,0.03,0.138849449170697,0,TRUE,200195,2002
"Dominican Republic","DOM","Americas","UMIC",2022,"ARIMA(0,1,0)",0.96,0.82668719537439,0.99,0.99,0.03,0.16331280462561,0,TRUE,199209,1992
"Algeria","DZA","Africa","LMIC",2020,"ARIMA(1,0,0) with non-zero mean",0.952047925565339,0.923322770648413,0.980773080482264,0.94,-0.012047925565339,0.0166772293515866,-0.0407730804822645,TRUE,958076,57485
"Algeria","DZA","Africa","LMIC",2021,"ARIMA(1,0,0) with non-zero mean",0.953667661138357,0.917043967930947,0.99,0.92,-0.0336676611383574,0.00295603206905315,-0.07,TRUE,935085,74807
"Algeria","DZA","Africa","LMIC",2022,"ARIMA(1,0,0) with non-zero mean",0.954948734713933,0.914154403599256,0.99,0.91,-0.0449487347139332,-0.00415440359925556,-0.08,FALSE,910050,81904
"Ecuador","ECU","Americas","UMIC",2020,"ARIMA(0,1,0)",0.85,0.764094102504709,0.935905897495291,0.74,-0.11,-0.0240941025047088,-0.195905897495291,FALSE,296466,77081
"Ecuador","ECU","Americas","UMIC",2021,"ARIMA(0,1,0)",0.85,0.728510714674326,0.971489285325674,0.78,-0.07,0.0514892853256739,-0.191489285325674,TRUE,296230,65171
"Ecuador","ECU","Americas","UMIC",2022,"ARIMA(0,1,0)",0.85,0.701206620868352,0.99,0.74,-0.11,0.0387933791316484,-0.25,TRUE,295881,76929
"Egypt","EGY","Africa","LMIC",2020,"ARIMA(2,1,0)",0.955024874073523,0.936238675338334,0.973811072808712,0.95,-0.00502487407352292,0.0137613246616661,-0.023811072808712,TRUE,2441066,122053
"Egypt","EGY","Africa","LMIC",2021,"ARIMA(2,1,0)",0.959199072450282,0.940170993511677,0.978227151388887,0.97,0.010800927549718,0.0298290064883234,-0.00822715138888752,TRUE,2430330,72910
"Egypt","EGY","Africa","LMIC",2022,"ARIMA(2,1,0)",0.95817205098888,0.937930740555813,0.978413361421948,0.97,0.0118279490111197,0.032069259444187,-0.0084133614219476,TRUE,2419232,72577
"Eritrea","ERI","Africa","LIC",2020,"ARIMA(2,0,0) with non-zero mean",0.967967082975739,0.950211498730247,0.985722667221231,0.97,0.00203291702426123,0.0197885012697532,-0.0157226672212307,TRUE,99651,2990
"Eritrea","ERI","Africa","LIC",2021,"ARIMA(2,0,0) with non-zero mean",0.964475432563431,0.929186901092928,0.99,0.97,0.00552456743656882,0.0408130989070715,-0.02,TRUE,101242,3037
"Eritrea","ERI","Africa","LIC",2022,"ARIMA(2,0,0) with non-zero mean",0.960178495301877,0.908663896697053,0.99,0.97,0.00982150469812249,0.0613361033029473,-0.02,TRUE,102355,3071
"Spain","ESP","Europe","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.98,0.98,0.98,0.98,0,0,0,TRUE,351250,7025
"Spain","ESP","Europe","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.98,0.98,0.98,0.96,-0.02,-0.02,-0.02,FALSE,356895,14276
"Spain","ESP","Europe","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.98,0.98,0.98,0.98,0,0,0,TRUE,355696,7114
"Estonia","EST","Europe","HIC",2020,"ARIMA(0,1,0)",0.92,0.900918228370086,0.939081771629915,0.92,0,0.0190817716299145,-0.0190817716299145,TRUE,13884,1111
"Estonia","EST","Europe","HIC",2021,"ARIMA(0,1,0)",0.92,0.893014299766869,0.946985700233131,0.91,-0.01,0.0169857002331314,-0.0369857002331314,TRUE,13622,1226
"Estonia","EST","Europe","HIC",2022,"ARIMA(0,1,0)",0.92,0.886949402038562,0.953050597961439,0.86,-0.0600000000000001,-0.0269494020385616,-0.0930505979614386,FALSE,13402,1876
"Ethiopia","ETH","Africa","LIC",2020,"ARIMA(0,1,0) with drift",0.775263157894738,0.712813889704618,0.837712426084859,0.76,-0.0152631578947383,0.0471861102953819,-0.0777124260848585,TRUE,3725142,894034
"Ethiopia","ETH","Africa","LIC",2021,"ARIMA(0,1,0) with drift",0.790526315789477,0.702209713754734,0.878842917824219,0.7,-0.0905263157894767,-0.00220971375473389,-0.178842917824219,FALSE,3780606,1134182
"Ethiopia","ETH","Africa","LIC",2022,"ARIMA(0,1,0) with drift",0.805789473684215,0.697624168283432,0.913954779084998,0.7,-0.105789473684215,0.0023758317165683,-0.213954779084998,TRUE,3819980,1145994
"Finland","FIN","Europe","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.988,0.979956477523981,0.99,0.98,-0.00799999999999979,4.3522476018798e-05,-0.01,TRUE,46170,923
"Finland","FIN","Europe","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.988,0.979956477523981,0.99,0.98,-0.00799999999999979,4.3522476018798e-05,-0.01,TRUE,46814,936
"Finland","FIN","Europe","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.988,0.979956477523981,0.99,0.97,-0.0179999999999998,-0.00995647752398121,-0.02,FALSE,47070,1412
"Fiji","FJI","Oceania","UMIC",2020,"ARIMA(1,0,0) with non-zero mean",0.974083803635854,0.944427664541011,0.99,0.99,0.0159161963641462,0.0455723354589892,0,TRUE,17753,178
"Fiji","FJI","Oceania","UMIC",2021,"ARIMA(1,0,0) with non-zero mean",0.976301639041604,0.942554349963579,0.99,0.99,0.0136983609583962,0.047445650036421,0,TRUE,17572,176
"Fiji","FJI","Oceania","UMIC",2022,"ARIMA(1,0,0) with non-zero mean",0.977506102900692,0.942643744480687,0.99,0.99,0.0124938970993081,0.0473562555193134,0,TRUE,17538,175
"France","FRA","Europe","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.99,0.99,0.99,0.99,0,0,0,TRUE,679753,6798
"France","FRA","Europe","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.99,0.99,0.99,0.99,0,0,0,TRUE,675207,6752
"France","FRA","Europe","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.99,0.99,0.99,0.99,0,0,0,TRUE,670978,6710
"Micronesia (Federated States of)","FSM","Oceania","LMIC",2020,"ARIMA(1,1,0)",0.97,0.874301468536518,0.99,0.98,0.01,0.105698531463482,-0.01,TRUE,2300,46
"Micronesia (Federated States of)","FSM","Oceania","LMIC",2021,"ARIMA(1,1,0)",0.97,0.871255191848515,0.99,0.95,-0.02,0.0787448081514848,-0.04,TRUE,2315,116
"Micronesia (Federated States of)","FSM","Oceania","LMIC",2022,"ARIMA(1,1,0)",0.97,0.844442921470721,0.99,0.92,-0.0499999999999999,0.0755570785292786,-0.07,TRUE,2328,186
"Gabon","GAB","Africa","UMIC",2020,"ARIMA(0,1,0)",0.77,0.669656778954147,0.870343221045853,0.69,-0.0800000000000001,0.0203432210458533,-0.180343221045853,TRUE,61806,19160
"Gabon","GAB","Africa","UMIC",2021,"ARIMA(0,1,0)",0.77,0.628093255904753,0.911906744095247,0.76,-0.01,0.131906744095247,-0.151906744095247,TRUE,61903,14857
"Gabon","GAB","Africa","UMIC",2022,"ARIMA(0,1,0)",0.77,0.596200442953467,0.943799557046533,0.65,-0.12,0.0537995570465327,-0.293799557046533,TRUE,62375,21831
"United Kingdom","GBR","Europe","HIC",2020,"ARIMA(0,1,0)",0.97,0.963626096836859,0.976373903163141,0.97,0,0.00637390316314068,-0.00637390316314068,TRUE,676382,20291
"United Kingdom","GBR","Europe","HIC",2021,"ARIMA(0,1,0)",0.97,0.960985939701434,0.979014060298566,0.97,0,0.00901406029856622,-0.00901406029856622,TRUE,675119,20254
"United Kingdom","GBR","Europe","HIC",2022,"ARIMA(0,1,0)",0.97,0.958960075878916,0.981039924121084,0.97,0,0.0110399241210836,-0.0110399241210836,TRUE,675022,20251
"Georgia","GEO","Asia","UMIC",2020,"ARIMA(0,1,0)",0.99,0.920922823106066,0.99,0.95,-0.04,0.0290771768939343,-0.04,TRUE,48488,2424
"Georgia","GEO","Asia","UMIC",2021,"ARIMA(0,1,0)",0.99,0.892310119586153,0.99,0.97,-0.02,0.0776898804138474,-0.02,TRUE,50077,1502
"Georgia","GEO","Asia","UMIC",2022,"ARIMA(0,1,0)",0.99,0.870354819976283,0.99,0.95,-0.04,0.0796451800237172,-0.04,TRUE,48759,2438
"Ghana","GHA","Africa","LMIC",2020,"ARIMA(0,1,0)",0.97,0.879509342580584,0.99,0.94,-0.03,0.0604906574194164,-0.05,TRUE,876581,52595
"Ghana","GHA","Africa","LMIC",2021,"ARIMA(0,1,0)",0.97,0.842026885009404,0.99,0.99,0.02,0.147973114990596,0,TRUE,879551,8796
"Ghana","GHA","Africa","LMIC",2022,"ARIMA(0,1,0)",0.97,0.813265583739261,0.99,0.99,0.02,0.176734416260739,0,TRUE,881846,8818
"Gambia","GMB","Africa","LIC",2020,"ARIMA(1,0,0) with non-zero mean",0.945639341658199,0.912004138919509,0.979274544396888,0.88,-0.0656393416581986,-0.0320041389195092,-0.0992745443968881,FALSE,84469,10136
"Gambia","GMB","Africa","LIC",2021,"ARIMA(1,0,0) with non-zero mean",0.954763626535812,0.9158225816289,0.99,0.82,-0.134763626535812,-0.0958225816289004,-0.17,FALSE,85508,15391
"Gambia","GMB","Africa","LIC",2022,"ARIMA(1,0,0) with non-zero mean",0.960086905248391,0.919497782659784,0.99,0.85,-0.110086905248391,-0.0694977826597842,-0.14,FALSE,86361,12954
"Guinea-Bissau","GNB","Africa","LIC",2020,"ARIMA(0,2,1)",0.839807264026062,0.799075342704937,0.880539185347187,0.87,0.0301927359739381,0.0709246572950631,-0.0105391853471869,TRUE,61083,7941
"Guinea-Bissau","GNB","Africa","LIC",2021,"ARIMA(0,2,1)",0.819614528052124,0.750477162839994,0.888751893264253,0.81,-0.00961452805212371,0.0595228371600057,-0.0787518932642531,TRUE,61475,11680
"Guinea-Bissau","GNB","Africa","LIC",2022,"ARIMA(0,2,1)",0.799421792078186,0.700322493487978,0.898521090668393,0.81,0.0105782079218144,0.109677506512022,-0.0885210906683932,TRUE,61890,11759
"Equatorial Guinea","GNQ","Africa","UMIC",2020,"ARIMA(0,1,0)",0.77,0.677302536984849,0.862697463015151,0.77,0,0.0926974630151508,-0.0926974630151508,TRUE,47511,10928
"Equatorial Guinea","GNQ","Africa","UMIC",2021,"ARIMA(0,1,0)",0.77,0.638905990606395,0.901094009393605,0.77,0,0.131094009393605,-0.131094009393605,TRUE,47550,10936
"Equatorial Guinea","GNQ","Africa","UMIC",2022,"ARIMA(0,1,0)",0.77,0.609443284325022,0.930556715674978,0.77,0,0.160556715674978,-0.160556715674978,TRUE,47845,11004
"Greece","GRC","Europe","HIC",2020,"ARIMA(0,1,0)",0.99,0.976503697926481,0.99,0.99,0,0.0134963020735186,0,TRUE,80826,808
"Greece","GRC","Europe","HIC",2021,"ARIMA(0,1,0)",0.99,0.970913346565746,0.99,0.99,0,0.0190866534342541,0,TRUE,78837,788
"Greece","GRC","Europe","HIC",2022,"ARIMA(0,1,0)",0.99,0.966623719094369,0.99,0.99,0,0.0233762809056314,0,TRUE,76918,769
"Grenada","GRD","Americas","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.975,0.920483249959686,0.99,0.79,-0.185,-0.130483249959686,-0.2,FALSE,1990,418
"Grenada","GRD","Americas","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.975,0.920483249959686,0.99,0.84,-0.135,-0.0804832499596856,-0.15,FALSE,1967,315
"Grenada","GRD","Americas","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.975,0.920483249959686,0.99,0.79,-0.185,-0.130483249959686,-0.2,FALSE,1939,407
"Guatemala","GTM","Americas","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.953499999999999,0.894435195290936,0.99,0.92,-0.0334999999999994,0.0255648047090644,-0.07,TRUE,372306,29784
"Guatemala","GTM","Americas","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.953499999999999,0.894435195290936,0.99,0.89,-0.0634999999999994,-0.00443519529093561,-0.1,FALSE,365842,40243
"Guatemala","GTM","Americas","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.953499999999999,0.894435195290936,0.99,0.92,-0.0334999999999994,0.0255648047090644,-0.07,TRUE,365758,29261
"Guyana","GUY","Americas","HIC",2020,"ARIMA(0,1,1)",0.982749284618012,0.943879402013945,0.99,0.99,0.0072507153819884,0.0461205979860546,0,TRUE,15971,160
"Guyana","GUY","Americas","HIC",2021,"ARIMA(0,1,1)",0.982749284618012,0.941332446144372,0.99,0.98,-0.0027492846180116,0.0386675538556277,-0.01,TRUE,16043,321
"Guyana","GUY","Americas","HIC",2022,"ARIMA(0,1,1)",0.982749284618012,0.938933291594355,0.99,0.98,-0.0027492846180116,0.0410667084056454,-0.01,TRUE,15790,316
"Honduras","HND","Americas","LMIC",2020,"ARIMA(1,0,0) with non-zero mean",0.905201342784999,0.863010614307096,0.947392071262901,0.85,-0.0552013427849988,-0.0130106143070962,-0.0973920712629014,FALSE,213592,32039
"Honduras","HND","Americas","LMIC",2021,"ARIMA(1,0,0) with non-zero mean",0.917116530462685,0.863509708556633,0.970723352368737,0.82,-0.0971165304626854,-0.0435097085566335,-0.150723352368737,FALSE,214096,38537
"Honduras","HND","Americas","LMIC",2022,"ARIMA(1,0,0) with non-zero mean",0.926455948657675,0.866911013370048,0.986000883945303,0.8,-0.126455948657675,-0.066911013370048,-0.186000883945303,FALSE,215156,43031
"Croatia","HRV","Europe","HIC",2020,"ARIMA(0,1,0)",0.98,0.954166238917779,0.99,0.98,0,0.0258337610822215,-0.01,TRUE,35642,713
"Croatia","HRV","Europe","HIC",2021,"ARIMA(0,1,0)",0.98,0.943465544710416,0.99,0.98,0,0.0365344552895839,-0.01,TRUE,34617,692
"Croatia","HRV","Europe","HIC",2022,"ARIMA(0,1,0)",0.98,0.935254613254997,0.99,0.98,0,0.0447453867450031,-0.01,TRUE,33836,677
"Hungary","HUN","Europe","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.99,0.99,0.99,0.99,0,0,0,TRUE,92274,923
"Hungary","HUN","Europe","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.99,0.99,0.99,0.99,0,0,0,TRUE,91627,916
"Hungary","HUN","Europe","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.99,0.99,0.99,0.99,0,0,0,TRUE,91111,911
"Indonesia","IDN","Asia","UMIC",2020,"ARIMA(0,1,0)",0.9,0.855485657560589,0.944514342439411,0.83,-0.0700000000000001,-0.0254856575605895,-0.114514342439411,FALSE,4449025,756334
"Indonesia","IDN","Asia","UMIC",2021,"ARIMA(0,1,0)",0.9,0.837047213202065,0.962952786797935,0.74,-0.16,-0.0970472132020654,-0.222952786797935,FALSE,4422245,1149784
"Indonesia","IDN","Asia","UMIC",2022,"ARIMA(0,1,0)",0.9,0.822898897229422,0.977101102770578,0.87,-0.03,0.0471011027705784,-0.107101102770578,TRUE,4392068,570969
"India","IND","Asia","LMIC",2020,"ARIMA(0,1,0) with drift",0.950526315789545,0.923214401591731,0.977838229987359,0.87,-0.0805263157895446,-0.0532144015917305,-0.107838229987359,FALSE,22595171,2937372
"India","IND","Asia","LMIC",2021,"ARIMA(0,1,0) with drift",0.961052631579089,0.92242775210617,0.99,0.88,-0.0810526315790893,-0.0424277521061703,-0.11,FALSE,22591299,2710956
"India","IND","Asia","LMIC",2022,"ARIMA(0,1,0) with drift",0.971578947368634,0.924273324326058,0.99,0.95,-0.021578947368634,0.0257266756739417,-0.04,TRUE,22519905,1125995
"Ireland","IRL","Europe","HIC",2020,"ARIMA(0,1,0)",0.98,0.969936526906236,0.99,0.98,0,0.0100634730937635,-0.01,TRUE,59539,1191
"Ireland","IRL","Europe","HIC",2021,"ARIMA(0,1,0)",0.98,0.965768099866223,0.99,0.98,0,0.0142319001337771,-0.01,TRUE,58438,1169
"Ireland","IRL","Europe","HIC",2022,"ARIMA(0,1,0)",0.98,0.962569553300999,0.99,0.97,-0.01,0.00743044669900073,-0.02,TRUE,57440,1723
"Iran (Islamic Republic of)","IRN","Asia","LMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.986500000000032,0.970570829770262,0.99,0.99,0.00349999999996786,0.0194291702297383,0,TRUE,1231025,12310
"Iran (Islamic Republic of)","IRN","Asia","LMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.986500000000032,0.970570829770262,0.99,0.98,-0.00650000000003215,0.00942917022973833,-0.01,TRUE,1192886,23858
"Iran (Islamic Republic of)","IRN","Asia","LMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.986500000000032,0.970570829770262,0.99,0.99,0.00349999999996786,0.0194291702297383,0,TRUE,1162191,11622
"Iraq","IRQ","Asia","UMIC",2020,"ARIMA(0,0,1) with non-zero mean",0.898033791751361,0.783092662783746,0.99,0.9,0.00196620824863936,0.116907337216254,-0.09,TRUE,1157092,115709
"Iraq","IRQ","Asia","UMIC",2021,"ARIMA(0,0,1) with non-zero mean",0.856669182590851,0.71769912171494,0.99,0.89,0.0333308174091487,0.17230087828506,-0.1,TRUE,1170541,128760
"Iraq","IRQ","Asia","UMIC",2022,"ARIMA(0,0,1) with non-zero mean",0.856669182590851,0.71769912171494,0.99,0.99,0.133330817409149,0.27230087828506,0,TRUE,1183936,11839
"Iceland","ISL","Europe","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.9705,0.943167553172037,0.99,0.96,-0.0105,0.0168324468279628,-0.03,TRUE,4529,181
"Iceland","ISL","Europe","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.9705,0.943167553172037,0.99,0.97,-0.000499999999999945,0.0268324468279628,-0.02,TRUE,4568,137
"Iceland","ISL","Europe","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.9705,0.943167553172037,0.99,0.95,-0.0205,0.0068324468279628,-0.04,TRUE,4562,228
"Israel","ISR","Asia","HIC",2020,"ARIMA(0,1,0)",0.99,0.959500493974396,0.99,0.99,0,0.0304995060256045,0,TRUE,174879,1749
"Israel","ISR","Asia","HIC",2021,"ARIMA(0,1,0)",0.99,0.94686718493291,0.99,0.99,0,0.0431328150670897,0,TRUE,173883,1739
"Israel","ISR","Asia","HIC",2022,"ARIMA(0,1,0)",0.99,0.9371733059579,0.99,0.99,0,0.0528266940420999,0,TRUE,174237,1742
"Italy","ITA","Europe","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.965,0.943435707770781,0.98656429222922,0.94,-0.0250000000000004,-0.00343570777078073,-0.04656429222922,FALSE,409281,24557
"Italy","ITA","Europe","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.965,0.943435707770781,0.98656429222922,0.94,-0.0250000000000004,-0.00343570777078073,-0.04656429222922,FALSE,409696,24582
"Italy","ITA","Europe","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.965,0.943435707770781,0.98656429222922,0.98,0.0149999999999997,0.0365642922292193,-0.00656429222921995,TRUE,406559,8131
"Jamaica","JAM","Americas","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.97149999999996,0.93215913650342,0.99,0.97,-0.00149999999995953,0.0378408634965798,-0.02,TRUE,32984,990
"Jamaica","JAM","Americas","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.97149999999996,0.93215913650342,0.99,0.93,-0.0414999999999595,-0.00215913650342014,-0.0599999999999999,FALSE,32827,2298
"Jamaica","JAM","Americas","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.97149999999996,0.93215913650342,0.99,0.99,0.0185000000000405,0.0578408634965798,0,TRUE,32341,323
"Jordan","JOR","Asia","LMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.973999999999999,0.924579770520679,0.99,0.78,-0.193999999999999,-0.144579770520679,-0.21,FALSE,240279,52861
"Jordan","JOR","Asia","LMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.973999999999999,0.924579770520679,0.99,0.78,-0.193999999999999,-0.144579770520679,-0.21,FALSE,241764,53188
"Jordan","JOR","Asia","LMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.973999999999999,0.924579770520679,0.99,0.78,-0.193999999999999,-0.144579770520679,-0.21,FALSE,242668,53387
"Japan","JPN","Asia","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.982,0.934159632850897,0.99,0.98,-0.00199999999999989,0.0458403671491026,-0.01,TRUE,826352,16527
"Japan","JPN","Asia","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.982,0.934159632850897,0.99,0.99,0.00800000000000012,0.0558403671491026,0,TRUE,817283,8173
"Japan","JPN","Asia","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.982,0.934159632850897,0.99,0.99,0.00800000000000012,0.0558403671491026,0,TRUE,813535,8135
"Kazakhstan","KAZ","Asia","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.9735,0.908254747916353,0.99,0.94,-0.0335,0.0317452520836472,-0.05,TRUE,424472,25468
"Kazakhstan","KAZ","Asia","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.9735,0.908254747916353,0.99,0.98,0.00650000000000006,0.0717452520836472,-0.01,TRUE,410302,8206
"Kazakhstan","KAZ","Asia","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.9735,0.908254747916353,0.99,0.99,0.0165000000000001,0.0817452520836472,0,TRUE,399544,3995
"Kenya","KEN","Africa","LMIC",2020,"ARIMA(0,1,0)",0.97,0.916417126836728,0.99,0.94,-0.03,0.0235828731632722,-0.05,TRUE,1417397,85044
"Kenya","KEN","Africa","LMIC",2021,"ARIMA(0,1,0)",0.97,0.894222374061583,0.99,0.99,0.02,0.095777625938417,0,TRUE,1430189,14302
"Kenya","KEN","Africa","LMIC",2022,"ARIMA(0,1,0)",0.97,0.877191741265694,0.99,0.95,-0.02,0.0728082587343064,-0.04,TRUE,1451833,72592
"Kyrgyzstan","KGZ","Asia","LMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.9785,0.950582052788313,0.99,0.9,-0.0784999999999998,-0.0505820527883132,-0.09,FALSE,158363,15836
"Kyrgyzstan","KGZ","Asia","LMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.9785,0.950582052788313,0.99,0.89,-0.0884999999999998,-0.0605820527883132,-0.1,FALSE,155579,17114
"Kyrgyzstan","KGZ","Asia","LMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.9785,0.950582052788313,0.99,0.9,-0.0784999999999998,-0.0505820527883132,-0.09,FALSE,152979,15298
"Cambodia","KHM","Asia","LMIC",2020,"ARIMA(0,1,0)",0.93,0.795030651260075,0.99,0.92,-0.01,0.124969348739925,-0.07,TRUE,319367,25549
"Cambodia","KHM","Asia","LMIC",2021,"ARIMA(0,1,0)",0.93,0.739124516507334,0.99,0.92,-0.01,0.180875483492666,-0.07,TRUE,314929,25194
"Cambodia","KHM","Asia","LMIC",2022,"ARIMA(0,1,0)",0.93,0.696226230517968,0.99,0.92,-0.01,0.223773769482032,-0.07,TRUE,312448,24996
"Kiribati","KIR","Oceania","LMIC",2020,"ARIMA(0,0,1) with non-zero mean",0.945570805445266,0.820907270465739,0.99,0.99,0.0444291945547337,0.169092729534261,0,TRUE,3384,34
"Kiribati","KIR","Oceania","LMIC",2021,"ARIMA(0,0,1) with non-zero mean",0.908472273925195,0.760862413607311,0.99,0.98,0.071527726074805,0.219137586392689,-0.01,TRUE,3396,68
"Kiribati","KIR","Oceania","LMIC",2022,"ARIMA(0,0,1) with non-zero mean",0.908472273925195,0.760862413607311,0.99,0.96,0.0515277260748049,0.199137586392689,-0.03,TRUE,3400,136
"Saint Kitts and Nevis","KNA","Americas","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.9875,0.978792631499821,0.99,0.99,0.00249999999999995,0.011207368500179,0,TRUE,589,6
"Saint Kitts and Nevis","KNA","Americas","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.9875,0.978792631499821,0.99,0.97,-0.0175000000000001,-0.00879263149982101,-0.02,FALSE,574,17
"Saint Kitts and Nevis","KNA","Americas","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.9875,0.978792631499821,0.99,0.96,-0.0275000000000001,-0.018792631499821,-0.03,FALSE,559,22
"Republic of Korea","KOR","Asia","HIC",2020,"ARIMA(0,0,1) with non-zero mean",0.975717456716832,0.952770555933135,0.99,0.98,0.00428254328316791,0.0272294440668652,-0.01,TRUE,293613,5872
"Republic of Korea","KOR","Asia","HIC",2021,"ARIMA(0,0,1) with non-zero mean",0.973480184546283,0.946960742863403,0.99,0.98,0.00651981545371672,0.0330392571365969,-0.01,TRUE,288419,5768
"Republic of Korea","KOR","Asia","HIC",2022,"ARIMA(0,0,1) with non-zero mean",0.973480184546283,0.946960742863403,0.99,0.98,0.00651981545371672,0.0330392571365969,-0.01,TRUE,285127,5703
"Kuwait","KWT","Asia","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.987999999999979,0.977746480484169,0.99,0.99,0.00200000000002098,0.0122535195158313,0,TRUE,52595,526
"Kuwait","KWT","Asia","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.987999999999979,0.977746480484169,0.99,0.99,0.00200000000002098,0.0122535195158313,0,TRUE,44119,441
"Kuwait","KWT","Asia","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.987999999999979,0.977746480484169,0.99,0.99,0.00200000000002098,0.0122535195158313,0,TRUE,41217,412
"Lao People's Democratic Republic","LAO","Asia","LMIC",2020,"ARIMA(0,1,0)",0.86,0.712847575251735,0.99,0.87,0.01,0.157152424748265,-0.12,TRUE,159437,20727
"Lao People's Democratic Republic","LAO","Asia","LMIC",2021,"ARIMA(0,1,0)",0.86,0.651895045184917,0.99,0.85,-0.01,0.198104954815083,-0.14,TRUE,158442,23766
"Lao People's Democratic Republic","LAO","Asia","LMIC",2022,"ARIMA(0,1,0)",0.86,0.605124523879049,0.99,0.87,0.01,0.264875476120951,-0.12,TRUE,157386,20460
"Lebanon","LBN","Asia","LMIC",2020,"ARIMA(1,1,0)",0.96,0.941994061149063,0.978005938850936,0.87,-0.09,-0.0719940611490635,-0.108005938850936,FALSE,87233,11340
"Lebanon","LBN","Asia","LMIC",2021,"ARIMA(1,1,0)",0.96,0.922855027244813,0.99,0.88,-0.08,-0.0428550272448134,-0.11,FALSE,83990,10079
"Lebanon","LBN","Asia","LMIC",2022,"ARIMA(1,1,0)",0.96,0.902311605725113,0.99,0.88,-0.08,-0.0223116057251135,-0.11,FALSE,80709,9685
"Liberia","LBR","Africa","LIC",2020,"ARIMA(0,1,0)",0.86,0.733457725572125,0.986542274427875,0.82,-0.04,0.0865422744278752,-0.166542274427875,TRUE,154094,27737
"Liberia","LBR","Africa","LIC",2021,"ARIMA(0,1,0)",0.86,0.681042199290561,0.99,0.81,-0.0499999999999999,0.128957800709439,-0.18,TRUE,155385,29523
"Liberia","LBR","Africa","LIC",2022,"ARIMA(0,1,0)",0.86,0.640822351385596,0.99,0.93,0.0700000000000001,0.289177648614404,-0.0599999999999999,TRUE,157137,11000
"Libya","LBY","Africa","UMIC",2020,"ARIMA(1,0,0) with non-zero mean",0.785767169579803,0.670262854124712,0.901271485034895,0.74,-0.0457671695798034,0.0697371458752885,-0.161271485034895,TRUE,120726,31389
