"country","iso_code","region","income_group","year","arima_model","forecast_coverage","lower_ci","upper_ci","reported_coverage","delta","lower_delta","upper_delta","within_ci","surviving_infants","missed_immunisations"
"Djibouti","DJI","Africa","LMIC",2021,"ARIMA(0,1,0)",0.85,0.652462105154741,0.99,0.59,-0.26,-0.0624621051547408,-0.4,FALSE,23740,9733
"Djibouti","DJI","Africa","LMIC",2022,"ARIMA(0,1,0)",0.85,0.608066476382778,0.99,0.59,-0.26,-0.0180664763827778,-0.4,FALSE,23785,9752
"Dominica","DMA","Americas","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.9725,0.931350581878314,0.99,0.96,-0.0124999999999997,0.0286494181216862,-0.03,TRUE,947,38
"Dominica","DMA","Americas","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.9725,0.931350581878314,0.99,0.92,-0.0524999999999997,-0.0113505818783137,-0.07,FALSE,955,76
"Dominica","DMA","Americas","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.9725,0.931350581878314,0.99,0.92,-0.0524999999999997,-0.0113505818783137,-0.07,FALSE,956,76
"Denmark","DNK","Europe","HIC",2020,"ARIMA(1,0,0) with non-zero mean",0.965550359545163,0.926054636929182,0.99,0.97,0.00444964045483676,0.0439453630708175,-0.02,TRUE,61231,1837
"Denmark","DNK","Europe","HIC",2021,"ARIMA(1,0,0) with non-zero mean",0.96196324131219,0.911231719315134,0.99,0.97,0.00803675868780962,0.0587682806848657,-0.02,TRUE,62994,1890
"Denmark","DNK","Europe","HIC",2022,"ARIMA(1,0,0) with non-zero mean",0.959071453234495,0.902216090578509,0.99,0.97,0.0109285467655047,0.067783909421491,-0.02,TRUE,63946,1918
"Dominican Republic","DOM","Americas","UMIC",2020,"ARIMA(0,1,1)",0.87323177642216,0.792487464396812,0.953976088447508,0.82,-0.05323177642216,0.0275125356031884,-0.133976088447509,TRUE,201711,36308
"Dominican Republic","DOM","Americas","UMIC",2021,"ARIMA(0,1,1)",0.87323177642216,0.785612418855126,0.960851133989194,0.84,-0.03323177642216,0.0543875811448741,-0.120851133989194,TRUE,200195,32031
"Dominican Republic","DOM","Americas","UMIC",2022,"ARIMA(0,1,1)",0.87323177642216,0.779238905860225,0.967224646984095,0.88,0.00676822357784002,0.100761094139775,-0.0872246469840953,TRUE,199209,23905
"Algeria","DZA","Africa","LMIC",2020,"ARIMA(1,0,0) with non-zero mean",0.884432852199151,0.838234974019663,0.93063073037864,0.84,-0.0444328521991513,0.00176502598033701,-0.0906307303786396,TRUE,958076,153292
"Algeria","DZA","Africa","LMIC",2021,"ARIMA(1,0,0) with non-zero mean",0.887987894896023,0.828768664181303,0.947207125610743,0.81,-0.0779878948960229,-0.0187686641813027,-0.137207125610743,FALSE,935085,177666
"Algeria","DZA","Africa","LMIC",2022,"ARIMA(1,0,0) with non-zero mean",0.890838955118378,0.824583583773761,0.957094326462995,0.77,-0.120838955118378,-0.0545835837737609,-0.187094326462995,FALSE,910050,209312
"Ecuador","ECU","Americas","UMIC",2020,"ARIMA(1,0,1) with non-zero mean",0.852239524825842,0.805831032313963,0.898648017337722,0.7,-0.152239524825842,-0.105831032313963,-0.198648017337722,FALSE,296466,88940
"Ecuador","ECU","Americas","UMIC",2021,"ARIMA(1,0,1) with non-zero mean",0.859378701704621,0.78421338824106,0.934544015168182,0.72,-0.139378701704621,-0.0642133882410597,-0.214544015168182,FALSE,296230,82944
"Ecuador","ECU","Americas","UMIC",2022,"ARIMA(1,0,1) with non-zero mean",0.864373843706316,0.778575605648869,0.950172081763764,0.7,-0.164373843706316,-0.0785756056488689,-0.250172081763764,FALSE,295881,88764
"Egypt","EGY","Africa","LMIC",2020,"ARIMA(2,1,0)",0.945972593840127,0.920758139361612,0.971187048318643,0.94,-0.00597259384012749,0.0192418606383883,-0.0311870483186433,TRUE,2441066,146464
"Egypt","EGY","Africa","LMIC",2021,"ARIMA(2,1,0)",0.949115850038063,0.923300941191627,0.974930758884499,0.96,0.010884149961937,0.0366990588083728,-0.0149307588844988,TRUE,2430330,97213
"Egypt","EGY","Africa","LMIC",2022,"ARIMA(2,1,0)",0.948284643437587,0.920324967942844,0.97624431893233,0.97,0.021715356562413,0.0496750320571562,-0.00624431893233024,TRUE,2419232,72577
"Eritrea","ERI","Africa","LIC",2020,"ARIMA(1,0,1) with non-zero mean",0.948269170818949,0.91147696327866,0.985061378359238,0.95,0.00173082918105072,0.0385230367213397,-0.0350613783592383,TRUE,99651,4983
"Eritrea","ERI","Africa","LIC",2021,"ARIMA(1,0,1) with non-zero mean",0.942412242736397,0.871968751537826,0.99,0.95,0.0075877572636025,0.0780312484621736,-0.04,TRUE,101242,5062
"Eritrea","ERI","Africa","LIC",2022,"ARIMA(1,0,1) with non-zero mean",0.937574369465656,0.851409346914681,0.99,0.95,0.0124256305343442,0.0985906530853189,-0.04,TRUE,102355,5118
"Spain","ESP","Europe","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.965,0.946460596734778,0.983539403265222,0.94,-0.0249999999999999,-0.00646059673477783,-0.043539403265222,FALSE,351250,21075
"Spain","ESP","Europe","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.965,0.946460596734778,0.983539403265222,0.92,-0.0449999999999998,-0.0264605967347777,-0.0635394032652219,FALSE,356895,28552
"Spain","ESP","Europe","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.965,0.946460596734778,0.983539403265222,0.93,-0.0349999999999998,-0.0164605967347777,-0.0535394032652219,FALSE,355696,24899
"Estonia","EST","Europe","HIC",2020,"ARIMA(0,1,0)",0.91,0.894418173441224,0.925581826558776,0.91,0,0.015581826558776,-0.015581826558776,TRUE,13884,1250
"Estonia","EST","Europe","HIC",2021,"ARIMA(0,1,0)",0.91,0.887963969554034,0.932036030445966,0.9,-0.01,0.0120360304459664,-0.0320360304459664,TRUE,13622,1362
"Estonia","EST","Europe","HIC",2022,"ARIMA(0,1,0)",0.91,0.883011484725474,0.936988515274526,0.85,-0.0600000000000001,-0.0330114847254739,-0.0869885152745262,FALSE,13402,2010
"Ethiopia","ETH","Africa","LIC",2020,"ARIMA(0,1,0) with drift",0.7,0.657659741206963,0.742340258793037,0.71,0.0099999999999999,0.0523402587930369,-0.0323402587930371,TRUE,3725142,1080291
"Ethiopia","ETH","Africa","LIC",2021,"ARIMA(0,1,0) with drift",0.72,0.6601218317805,0.7798781682195,0.65,-0.0700000000000001,-0.0101218317805004,-0.1298781682195,FALSE,3780606,1323212
"Ethiopia","ETH","Africa","LIC",2022,"ARIMA(0,1,0) with drift",0.74,0.666664520564845,0.813335479435155,0.65,-0.0900000000000001,-0.0166645205648449,-0.163335479435155,FALSE,3819980,1336993
"Finland","FIN","Europe","HIC",2020,"ARIMA(0,1,0)",0.91,0.879500236769494,0.940499763230506,0.9,-0.01,0.0204997632305058,-0.0404997632305059,TRUE,46170,4617
"Finland","FIN","Europe","HIC",2021,"ARIMA(0,1,0)",0.91,0.86686682119025,0.95313317880975,0.89,-0.02,0.0231331788097496,-0.0631331788097497,TRUE,46814,5150
"Finland","FIN","Europe","HIC",2022,"ARIMA(0,1,0)",0.91,0.857172860465943,0.962827139534057,0.91,0,0.0528271395340573,-0.0528271395340573,TRUE,47070,4236
"Fiji","FJI","Oceania","UMIC",2020,"ARIMA(2,0,0) with non-zero mean",0.985083902886759,0.953036567507321,0.99,0.99,0.00491609711324115,0.0369634324926785,0,TRUE,17753,178
"Fiji","FJI","Oceania","UMIC",2021,"ARIMA(2,0,0) with non-zero mean",0.987721543029346,0.935147903376579,0.99,0.99,0.00227845697065354,0.0548520966234208,0,TRUE,17572,176
"Fiji","FJI","Oceania","UMIC",2022,"ARIMA(2,0,0) with non-zero mean",0.982614936925359,0.918861639918333,0.99,0.99,0.00738506307464082,0.0711383600816667,0,TRUE,17538,175
"France","FRA","Europe","HIC",2020,"ARIMA(1,0,0) with non-zero mean",0.961646330647379,0.949605515281751,0.973687146013008,0.96,-0.00164633064737951,0.0103944847182493,-0.0136871460130084,TRUE,679753,27190
"France","FRA","Europe","HIC",2021,"ARIMA(1,0,0) with non-zero mean",0.963072097230463,0.947143584126405,0.979000610334521,0.96,-0.00307209723046298,0.0128564158735949,-0.0190006103345208,TRUE,675207,27008
"France","FRA","Europe","HIC",2022,"ARIMA(1,0,0) with non-zero mean",0.964306849406566,0.945996469078426,0.982617229734706,0.96,-0.00430684940656623,0.014003530921574,-0.0226172297347065,TRUE,670978,26839
"Micronesia (Federated States of)","FSM","Oceania","LMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.8025,0.657510766119892,0.947489233880108,0.83,0.0275000000000001,0.172489233880108,-0.117489233880108,TRUE,2300,391
"Micronesia (Federated States of)","FSM","Oceania","LMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.8025,0.657510766119892,0.947489233880108,0.72,-0.0824999999999999,0.062489233880108,-0.227489233880108,TRUE,2315,648
"Micronesia (Federated States of)","FSM","Oceania","LMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.8025,0.657510766119892,0.947489233880108,0.69,-0.1125,0.0324892338801079,-0.257489233880108,TRUE,2328,722
"Gabon","GAB","Africa","UMIC",2020,"ARIMA(0,1,0)",0.7,0.510987809984969,0.889012190015031,0.63,-0.07,0.119012190015031,-0.259012190015031,TRUE,61806,22868
"Gabon","GAB","Africa","UMIC",2021,"ARIMA(0,1,0)",0.7,0.432696397426903,0.967303602573097,0.75,0.05,0.317303602573097,-0.217303602573097,TRUE,61903,15476
"Gabon","GAB","Africa","UMIC",2022,"ARIMA(0,1,0)",0.7,0.372621283644104,0.99,0.6,-0.1,0.227378716355896,-0.39,TRUE,62375,24950
"United Kingdom","GBR","Europe","HIC",2020,"ARIMA(0,1,0)",0.93,0.917275493670162,0.942724506329838,0.93,0,0.0127245063298379,-0.0127245063298379,TRUE,676382,47347
"United Kingdom","GBR","Europe","HIC",2021,"ARIMA(0,1,0)",0.93,0.912004830573841,0.947995169426159,0.93,0,0.017995169426159,-0.017995169426159,TRUE,675119,47258
"United Kingdom","GBR","Europe","HIC",2022,"ARIMA(0,1,0)",0.93,0.907960508535489,0.952039491464511,0.92,-0.01,0.012039491464511,-0.032039491464511,TRUE,675022,54002
"Georgia","GEO","Asia","UMIC",2020,"ARIMA(0,1,0)",0.94,0.850069965394403,0.99,0.88,-0.0599999999999999,0.0299300346055971,-0.11,TRUE,48488,5819
"Georgia","GEO","Asia","UMIC",2021,"ARIMA(0,1,0)",0.94,0.812819725396083,0.99,0.85,-0.09,0.0371802746039172,-0.14,TRUE,50077,7512
"Georgia","GEO","Asia","UMIC",2022,"ARIMA(0,1,0)",0.94,0.784236610936679,0.99,0.85,-0.09,0.0657633890633215,-0.14,TRUE,48759,7314
"Ghana","GHA","Africa","LMIC",2020,"ARIMA(0,1,0)",0.97,0.874933213473776,0.99,0.94,-0.03,0.0650667865262242,-0.05,TRUE,876581,52595
"Ghana","GHA","Africa","LMIC",2021,"ARIMA(0,1,0)",0.97,0.835555261163386,0.99,0.98,0.01,0.144444738836614,-0.01,TRUE,879551,17591
"Ghana","GHA","Africa","LMIC",2022,"ARIMA(0,1,0)",0.97,0.805339495624275,0.99,0.99,0.02,0.184660504375725,0,TRUE,881846,8818
"Gambia","GMB","Africa","LIC",2020,"ARIMA(0,2,1)",0.864694059795189,0.804648319974844,0.924739799615533,0.85,-0.0146940597951887,0.0453516800251561,-0.0747397996155335,TRUE,84469,12670
"Gambia","GMB","Africa","LIC",2021,"ARIMA(0,2,1)",0.849388119590377,0.75379879874237,0.944977440438384,0.82,-0.0293881195903773,0.0662012012576298,-0.124977440438385,TRUE,85508,15391
"Gambia","GMB","Africa","LIC",2022,"ARIMA(0,2,1)",0.834082179385566,0.703674445759416,0.964489913011715,0.79,-0.0440821793855659,0.0863255542405836,-0.174489913011715,TRUE,86361,18136
"Guinea-Bissau","GNB","Africa","LIC",2020,"ARIMA(1,2,0)",0.795990357625207,0.754525817132291,0.837454898118122,0.74,-0.0559903576252068,-0.0145258171322913,-0.0974548981181222,FALSE,61083,15882
"Guinea-Bissau","GNB","Africa","LIC",2021,"ARIMA(1,2,0)",0.767196141721863,0.702422071005791,0.831970212437934,0.67,-0.0971961417218625,-0.0324220710057911,-0.161970212437934,FALSE,61475,20287
"Guinea-Bissau","GNB","Africa","LIC",2022,"ARIMA(1,2,0)",0.774223415646461,0.667681688845517,0.880765142447404,0.74,-0.0342234156464607,0.0723183111544827,-0.140765142447404,TRUE,61890,16091
"Equatorial Guinea","GNQ","Africa","UMIC",2020,"ARIMA(0,1,0)",0.53,0.442810152016495,0.617189847983505,0.53,0,0.0871898479835049,-0.0871898479835049,TRUE,47511,22330
"Equatorial Guinea","GNQ","Africa","UMIC",2021,"ARIMA(0,1,0)",0.53,0.406694934480479,0.653305065519521,0.53,0,0.123305065519521,-0.123305065519521,TRUE,47550,22348
"Equatorial Guinea","GNQ","Africa","UMIC",2022,"ARIMA(0,1,0)",0.53,0.378982753388363,0.681017246611637,0.53,0,0.151017246611637,-0.151017246611637,TRUE,47845,22487
"Greece","GRC","Europe","HIC",2020,"ARIMA(0,2,1)",0.99,0.979358798823176,0.99,0.99,0,0.0106412011768241,0,TRUE,80826,808
"Greece","GRC","Europe","HIC",2021,"ARIMA(0,2,1)",0.99,0.970085250919691,0.99,0.99,0,0.0199147490803087,0,TRUE,78837,788
"Greece","GRC","Europe","HIC",2022,"ARIMA(0,2,1)",0.99,0.95955700808547,0.99,0.99,0,0.0304429919145298,0,TRUE,76918,769
"Grenada","GRD","Americas","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.95549999999991,0.884554091271321,0.99,0.72,-0.23549999999991,-0.164554091271321,-0.27,FALSE,1990,557
"Grenada","GRD","Americas","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.95549999999991,0.884554091271321,0.99,0.77,-0.18549999999991,-0.114554091271321,-0.22,FALSE,1967,452
"Grenada","GRD","Americas","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.95549999999991,0.884554091271321,0.99,0.77,-0.18549999999991,-0.114554091271321,-0.22,FALSE,1939,446
"Guatemala","GTM","Americas","UMIC",2020,"ARIMA(0,0,1) with non-zero mean",0.864054922759304,0.741503448240275,0.986606397278332,0.83,-0.0340549227593036,0.0884965517597246,-0.156606397278332,TRUE,372306,63292
"Guatemala","GTM","Americas","UMIC",2021,"ARIMA(0,0,1) with non-zero mean",0.86043720678696,0.72174138752182,0.99,0.79,-0.0704372067869601,0.0682586124781801,-0.2,TRUE,365842,76827
"Guatemala","GTM","Americas","UMIC",2022,"ARIMA(0,0,1) with non-zero mean",0.86043720678696,0.72174138752182,0.99,0.79,-0.0704372067869601,0.0682586124781801,-0.2,TRUE,365758,76809
"Guyana","GUY","Americas","HIC",2020,"ARIMA(0,1,1) with drift",0.987620088083278,0.944284459286915,0.99,0.99,0.00237991191672171,0.0457155407130847,0,TRUE,15971,160
"Guyana","GUY","Americas","HIC",2021,"ARIMA(0,1,1) with drift",0.99,0.947882280220169,0.99,0.98,-0.01,0.0321177197798315,-0.01,TRUE,16043,321
"Guyana","GUY","Americas","HIC",2022,"ARIMA(0,1,1) with drift",0.99,0.95154705248425,0.99,0.98,-0.01,0.0284529475157501,-0.01,TRUE,15790,316
"Honduras","HND","Americas","LMIC",2020,"ARIMA(1,0,0) with non-zero mean",0.897097281436777,0.850801511276644,0.94339305159691,0.8,-0.0970972814367769,-0.0508015112766441,-0.14339305159691,FALSE,213592,42718
"Honduras","HND","Americas","LMIC",2021,"ARIMA(1,0,0) with non-zero mean",0.909458451941951,0.852330238187524,0.966586665696377,0.77,-0.139458451941951,-0.0823302381875243,-0.196586665696377,FALSE,214096,49242
"Honduras","HND","Americas","LMIC",2022,"ARIMA(1,0,0) with non-zero mean",0.918395459665839,0.856353146779649,0.98043777255203,0.78,-0.138395459665839,-0.076353146779649,-0.20043777255203,FALSE,215156,47334
"Croatia","HRV","Europe","HIC",2020,"ARIMA(1,0,0) with non-zero mean",0.94102179397957,0.923707187976374,0.958336399982767,0.94,-0.00102179397957047,0.0162928120236256,-0.0183363999827666,TRUE,35642,2139
"Croatia","HRV","Europe","HIC",2021,"ARIMA(1,0,0) with non-zero mean",0.941836637151378,0.919690534038868,0.963982740263887,0.92,-0.0218366371513776,0.000309465961131905,-0.0439827402638872,TRUE,34617,2769
"Croatia","HRV","Europe","HIC",2022,"ARIMA(1,0,0) with non-zero mean",0.942486444654569,0.917753955036366,0.967218934272773,0.92,-0.0224864446545693,0.00224604496363445,-0.047218934272773,TRUE,33836,2707
"Hungary","HUN","Europe","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.99,0.99,0.99,0.99,0,0,0,TRUE,92274,923
"Hungary","HUN","Europe","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.99,0.99,0.99,0.99,0,0,0,TRUE,91627,916
"Hungary","HUN","Europe","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.99,0.99,0.99,0.99,0,0,0,TRUE,91111,911
"Indonesia","IDN","Asia","UMIC",2020,"ARIMA(0,1,0)",0.85,0.793122707357008,0.906877292642992,0.77,-0.08,-0.0231227073570076,-0.136877292642992,FALSE,4449025,1023276
"Indonesia","IDN","Asia","UMIC",2021,"ARIMA(0,1,0)",0.85,0.769563361353217,0.930436638646783,0.67,-0.18,-0.0995633613532168,-0.260436638646783,FALSE,4422245,1459341
"Indonesia","IDN","Asia","UMIC",2022,"ARIMA(0,1,0)",0.85,0.751485639345374,0.948514360654626,0.85,0,0.0985143606546262,-0.0985143606546262,TRUE,4392068,658810
"India","IND","Asia","LMIC",2020,"ARIMA(0,1,0) with drift",0.927368421052628,0.892894537057284,0.961842305047972,0.85,-0.0773684210526281,-0.0428945370572842,-0.111842305047972,FALSE,22595171,3389276
"India","IND","Asia","LMIC",2021,"ARIMA(0,1,0) with drift",0.944736842105256,0.895983407811364,0.99,0.85,-0.094736842105256,-0.045983407811364,-0.14,FALSE,22591299,3388695
"India","IND","Asia","LMIC",2022,"ARIMA(0,1,0) with drift",0.962105263157884,0.902394744543713,0.99,0.93,-0.032105263157884,0.0276052554562871,-0.0599999999999999,TRUE,22519905,1576393
"Ireland","IRL","Europe","HIC",2020,"ARIMA(0,1,1)",0.943548924548465,0.922064089681332,0.965033759415599,0.94,-0.00354892454846545,0.0179359103186679,-0.0250337594155988,TRUE,59539,3572
"Ireland","IRL","Europe","HIC",2021,"ARIMA(0,1,1)",0.943548924548465,0.902483071820727,0.984614777276204,0.94,-0.00354892454846545,0.037516928179273,-0.0446147772762039,TRUE,58438,3506
"Ireland","IRL","Europe","HIC",2022,"ARIMA(0,1,1)",0.943548924548465,0.889593291003444,0.99,0.93,-0.0135489245484653,0.0404067089965557,-0.0599999999999999,TRUE,57440,4021
"Iran (Islamic Republic of)","IRN","Asia","LMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.984999999999989,0.963435707770769,0.99,0.99,0.00500000000001111,0.0265642922292307,0,TRUE,1231025,12310
"Iran (Islamic Republic of)","IRN","Asia","LMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.984999999999989,0.963435707770769,0.99,0.98,-0.0049999999999889,0.0165642922292307,-0.01,TRUE,1192886,23858
"Iran (Islamic Republic of)","IRN","Asia","LMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.984999999999989,0.963435707770769,0.99,0.99,0.00500000000001111,0.0265642922292307,0,TRUE,1162191,11622
"Iraq","IRQ","Asia","UMIC",2020,"ARIMA(1,0,0) with non-zero mean",0.812766358484008,0.700566602104267,0.924966114863749,0.74,-0.0727663584840079,0.0394333978957331,-0.184966114863749,TRUE,1157092,300844
"Iraq","IRQ","Asia","UMIC",2021,"ARIMA(1,0,0) with non-zero mean",0.794004737747435,0.657757007444538,0.930252468050332,0.78,-0.0140047377474347,0.122242992555462,-0.150252468050332,TRUE,1170541,257519
"Iraq","IRQ","Asia","UMIC",2022,"ARIMA(1,0,0) with non-zero mean",0.781079605702338,0.634795542775066,0.927363668629611,0.93,0.148920394297662,0.295204457224934,0.0026363313703891,FALSE,1183936,82876
"Iceland","ISL","Europe","HIC",2020,"ARIMA(0,1,0)",0.92,0.867947780505999,0.972052219494002,0.93,0.01,0.0620522194940015,-0.0420522194940015,TRUE,4529,317
"Iceland","ISL","Europe","HIC",2021,"ARIMA(0,1,0)",0.92,0.846387045239962,0.99,0.92,0,0.073612954760038,-0.07,TRUE,4568,365
"Iceland","ISL","Europe","HIC",2022,"ARIMA(0,1,0)",0.92,0.829842911189662,0.99,0.92,0,0.0901570888103377,-0.07,TRUE,4562,365
"Israel","ISR","Asia","HIC",2020,"ARIMA(0,1,0)",0.98,0.946650695589806,0.99,0.98,0,0.0333493044101945,-0.01,TRUE,174879,3498
"Israel","ISR","Asia","HIC",2021,"ARIMA(0,1,0)",0.98,0.932836961407394,0.99,0.98,0,0.0471630385926058,-0.01,TRUE,173883,3478
"Israel","ISR","Asia","HIC",2022,"ARIMA(0,1,0)",0.98,0.922237310364462,0.99,0.98,0,0.0577626896355377,-0.01,TRUE,174237,3485
"Italy","ITA","Europe","HIC",2020,"ARIMA(1,0,0) with non-zero mean",0.95557327371595,0.918836510176721,0.99,0.94,-0.01557327371595,0.0211634898232789,-0.05,TRUE,409281,24557
"Italy","ITA","Europe","HIC",2021,"ARIMA(1,0,0) with non-zero mean",0.952080642496735,0.905286295288626,0.99,0.94,-0.0120806424967355,0.0347137047113739,-0.05,TRUE,409696,24582
"Italy","ITA","Europe","HIC",2022,"ARIMA(1,0,0) with non-zero mean",0.949325000505184,0.897241536109575,0.99,0.95,0.000674999494815864,0.0527584638904253,-0.04,TRUE,406559,20328
"Jamaica","JAM","Americas","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.9475,0.887890022570529,0.99,0.96,0.0125000000000001,0.0721099774294712,-0.03,TRUE,32984,1319
"Jamaica","JAM","Americas","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.9475,0.887890022570529,0.99,0.9,-0.0474999999999999,0.0121099774294713,-0.09,TRUE,32827,3283
"Jamaica","JAM","Americas","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.9475,0.887890022570529,0.99,0.98,0.0325000000000001,0.0921099774294712,-0.01,TRUE,32341,647
"Jordan","JOR","Asia","LMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.966999999999986,0.915300419624219,0.99,0.77,-0.196999999999986,-0.145300419624219,-0.22,FALSE,240279,55264
"Jordan","JOR","Asia","LMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.966999999999986,0.915300419624219,0.99,0.77,-0.196999999999986,-0.145300419624219,-0.22,FALSE,241764,55606
"Jordan","JOR","Asia","LMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.966999999999986,0.915300419624219,0.99,0.77,-0.196999999999986,-0.145300419624219,-0.22,FALSE,242668,55814
"Japan","JPN","Asia","HIC",2020,"ARIMA(1,0,0) with non-zero mean",0.974766656281881,0.9239678551874,0.99,0.96,-0.0147666562818806,0.0360321448125996,-0.03,TRUE,826352,33054
"Japan","JPN","Asia","HIC",2021,"ARIMA(1,0,0) with non-zero mean",0.9704634650061,0.904696800692515,0.99,0.99,0.0195365349939003,0.0853031993074854,0,TRUE,817283,8173
"Japan","JPN","Asia","HIC",2022,"ARIMA(1,0,0) with non-zero mean",0.966925104800206,0.892730076102002,0.99,0.99,0.0230748951997936,0.0972699238979984,0,TRUE,813535,8135
"Kazakhstan","KAZ","Asia","UMIC",2020,"ARIMA(0,0,0) with non-zero mean",0.9595,0.860073187710801,0.99,0.88,-0.0794999999999998,0.0199268122891988,-0.11,TRUE,424472,50937
"Kazakhstan","KAZ","Asia","UMIC",2021,"ARIMA(0,0,0) with non-zero mean",0.9595,0.860073187710801,0.99,0.95,-0.00949999999999984,0.0899268122891987,-0.04,TRUE,410302,20515
"Kazakhstan","KAZ","Asia","UMIC",2022,"ARIMA(0,0,0) with non-zero mean",0.9595,0.860073187710801,0.99,0.99,0.0305000000000002,0.129926812289199,0,TRUE,399544,3995
"Kenya","KEN","Africa","LMIC",2020,"ARIMA(0,1,0)",0.91,0.810161577153103,0.99,0.89,-0.02,0.0798384228468974,-0.1,TRUE,1417397,155914
"Kenya","KEN","Africa","LMIC",2021,"ARIMA(0,1,0)",0.91,0.768807148363978,0.99,0.91,0,0.141192851636022,-0.08,TRUE,1430189,128717
"Kenya","KEN","Africa","LMIC",2022,"ARIMA(0,1,0)",0.91,0.737074779081628,0.99,0.9,-0.01,0.162925220918372,-0.09,TRUE,1451833,145183
"Kyrgyzstan","KGZ","Asia","LMIC",2020,"ARIMA(0,0,1) with non-zero mean",0.953469585030834,0.918863496417943,0.988075673643726,0.87,-0.0834695850308345,-0.0488634964179431,-0.118075673643726,FALSE,158363,20587
"Kyrgyzstan","KGZ","Asia","LMIC",2021,"ARIMA(0,0,1) with non-zero mean",0.96106769499908,0.919981709550153,0.99,0.89,-0.0710676949990797,-0.029981709550153,-0.1,FALSE,155579,17114
"Kyrgyzstan","KGZ","Asia","LMIC",2022,"ARIMA(0,0,1) with non-zero mean",0.96106769499908,0.919981709550153,0.99,0.9,-0.0610676949990797,-0.019981709550153,-0.09,FALSE,152979,15298
"Cambodia","KHM","Asia","LMIC",2020,"ARIMA(0,1,0)",0.88,0.762832465621228,0.99,0.87,-0.01,0.107167534378772,-0.12,TRUE,319367,41518
"Cambodia","KHM","Asia","LMIC",2021,"ARIMA(0,1,0)",0.88,0.714300083811725,0.99,0.87,-0.01,0.155699916188275,-0.12,TRUE,314929,40941
"Cambodia","KHM","Asia","LMIC",2022,"ARIMA(0,1,0)",0.88,0.677059877458394,0.99,0.85,-0.03,0.172940122541606,-0.14,TRUE,312448,46867
"Kiribati","KIR","Oceania","LMIC",2020,"ARIMA(1,0,0) with non-zero mean",0.926815411575038,0.768847143919512,0.99,0.92,-0.00681541157503818,0.151152856080488,-0.07,TRUE,3384,271
"Kiribati","KIR","Oceania","LMIC",2021,"ARIMA(1,0,0) with non-zero mean",0.901139573704995,0.717359136271798,0.99,0.9,-0.00113957370499462,0.182640863728202,-0.09,TRUE,3396,340
"Kiribati","KIR","Oceania","LMIC",2022,"ARIMA(1,0,0) with non-zero mean",0.885873742204151,0.693796709884882,0.99,0.91,0.0241262577958494,0.216203290115118,-0.08,TRUE,3400,306
"Saint Kitts and Nevis","KNA","Americas","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.977999999999999,0.952091615577085,0.99,0.99,0.0120000000000006,0.0379083844229147,0,TRUE,589,6
"Saint Kitts and Nevis","KNA","Americas","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.977999999999999,0.952091615577085,0.99,0.96,-0.0179999999999995,0.00790838442291464,-0.03,TRUE,574,23
"Saint Kitts and Nevis","KNA","Americas","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.977999999999999,0.952091615577085,0.99,0.96,-0.0179999999999995,0.00790838442291464,-0.03,TRUE,559,22
"Republic of Korea","KOR","Asia","HIC",2020,"ARIMA(0,0,0) with non-zero mean",0.964,0.907337394642255,0.99,0.98,0.0160000000000002,0.0726626053577448,-0.01,TRUE,293613,5872
"Republic of Korea","KOR","Asia","HIC",2021,"ARIMA(0,0,0) with non-zero mean",0.964,0.907337394642255,0.99,0.98,0.0160000000000002,0.0726626053577448,-0.01,TRUE,288419,5768
"Republic of Korea","KOR","Asia","HIC",2022,"ARIMA(0,0,0) with non-zero mean",0.964,0.907337394642255,0.99,0.98,0.0160000000000002,0.0726626053577448,-0.01,TRUE,285127,5703
"Kuwait","KWT","Asia","HIC",2020,"ARIMA(1,0,0) with non-zero mean",0.948665509678488,0.905604496393582,0.99,0.93,-0.0186655096784879,0.0243955036064177,-0.0599999999999999,TRUE,52595,3682
