"vaccine","sample_size","mean(predicts_2020)","mean(actuals_2020)","point_estimate","low_bound","upper_bound","p_value"
"DTP1",32,0.924637984845054,0.9,-0.0729739749614168,-0.12886452371705,-0.0170834262057841,7.74244131155238e-10
