"country","iso_code","region","income_group","gavi_status","predicts_2020","predicts_lower","predicts_upper","actuals_2020","cov_delta_mean","cov_delta_high","cov_delta_low","confidence_95_level","ci_width"
"Syrian Arab Republic","SYR","Middle East & North Africa","Low income","Initial self-financing",0.54,0.40361491784878,0.67638508215122,0.49,-0.05,-0.18638508215122,0.0863850821512201,FALSE,0.27277016430244
"Tajikistan","TJK","Eastern Europe & Central Asia","Lower middle income","Initial self-financing",0.97,0.927817761282953,1.01218223871705,0.97,0,-0.042182238717047,0.042182238717047,FALSE,0.0843644774340939
"Togo","TGO","West & Central Africa","Low income","Initial self-financing",0.84,0.726781519387324,0.953218480612676,0.82,-0.02,-0.133218480612676,0.0932184806126761,FALSE,0.226436961225352
"Tonga","TON","East Asia & Pacific","Upper middle income","Never Gavi",0.980907687541105,0.936147259240584,1.02566811584163,0.99,0.00909231245889475,-0.0356681158416263,0.0538527407594157,FALSE,0.089520856601042
"Tunisia","TUN","Middle East & North Africa","Lower middle income","Never Gavi",0.92,0.893394974458293,0.946605025541707,0.92,0,-0.026605025541707,0.026605025541707,FALSE,0.0532100510834139
"Turkey","TUR","Eastern Europe & Central Asia","Upper middle income","Never Gavi",0.99,0.882084144981468,1.09791585501853,0.98,-0.01,-0.117915855018532,0.0979158550185315,FALSE,0.215831710037063
"Turkmenistan","TKM","Eastern Europe & Central Asia","Upper middle income","Never Gavi",0.968500000000069,0.900523014209224,1.03647698579091,0.98,0.0114999999999315,-0.0564769857909129,0.0794769857907758,FALSE,0.135953971581689
"Tuvalu","TUV","East Asia & Pacific","Upper middle income","Never Gavi",0.934499999999912,0.847897789333571,1.02110221066625,0.95,0.015500000000088,-0.0711022106662529,0.102102210666429,FALSE,0.173204421332682
"Uganda","UGA","Eastern & Southern Africa","Low income","Initial self-financing",0.961843376492923,0.913672232849882,1.01001452013596,0.89,-0.0718433764929233,-0.120014520135964,-0.023672232849882,TRUE,0.0963422872860825
"Ukraine","UKR","Eastern Europe & Central Asia","Lower middle income","Fully self-financing",0.8,0.458890099796539,1.14110990020346,0.81,0.01,-0.331109900203461,0.351109900203461,FALSE,0.682219800406923
"United Arab Emirates","ARE","Middle East & North Africa","High income","Never Gavi",0.99,0.969390270778513,1.01060972922149,0.9,-0.09,-0.110609729221487,-0.0693902707785129,TRUE,0.0412194584429741
"United Kingdom","GBR","Western Europe","High income","Never Gavi",0.93,0.917275493670162,0.942724506329838,0.93,0,-0.0127245063298379,0.0127245063298379,FALSE,0.0254490126596758
"United Republic of Tanzania","TZA","Eastern & Southern Africa","Lower middle income","Preparatory transition phase",0.88996367593717,0.81590078998559,0.964026561888749,0.86,-0.0299636759371698,-0.104026561888749,0.0440992100144096,FALSE,0.148125771903159
"United States","USA","North America","High income","Never Gavi",0.943460432663896,0.928866873009609,0.958053992318184,0.93,-0.0134604326638962,-0.0280539923181835,0.00113312699039114,FALSE,0.0291871193085746
"Uruguay","URY","Latin America & Caribbean","High income","Never Gavi",0.949399001685293,0.921454111554971,0.977343891815614,0.92,-0.0293990016852925,-0.0573438918156138,-0.00145411155497122,TRUE,0.0558897802606426
"Uzbekistan","UZB","Eastern Europe & Central Asia","Lower middle income","Accelerated transition phase",0.968232861034553,0.95094696552461,0.985518756544497,0.95,-0.0182328610345532,-0.0355187565444967,-0.000946965524609822,TRUE,0.0345717910198868
"Vanuatu","VUT","East Asia & Pacific","Lower middle income","Never Gavi",0.909999999999988,0.862887219209768,0.957112780790208,0.78,-0.129999999999988,-0.177112780790208,-0.0828872192097678,TRUE,0.0942255615804399
"Venezuela (Bolivarian Republic of)","VEN","Latin America & Caribbean","","Never Gavi",0.713930774001799,0.523443493777231,0.904418054226368,0.54,-0.173930774001799,-0.364418054226368,0.0165565062227693,FALSE,0.380974560449137
"Viet Nam","VNM","East Asia & Pacific","Lower middle income","Fully self-financing",0.911,0.716255789142756,1.10574421085724,0.94,0.029,-0.165744210857244,0.223744210857244,FALSE,0.389488421714488
"Yemen","YEM","Middle East & North Africa","Low income","Initial self-financing",0.764389001312075,0.695583185778783,0.833194816845367,0.72,-0.044389001312075,-0.113194816845367,0.0244168142212174,FALSE,0.137611631066585
"Zambia","ZMB","Eastern & Southern Africa","Lower middle income","Preparatory transition phase",0.863372861859975,0.789388457343064,0.937357266376887,0.84,-0.0233728618599753,-0.0973572663768866,0.0506115426569359,FALSE,0.147968809033822
"Zimbabwe","ZWE","Eastern & Southern Africa","Lower middle income","Initial self-financing",0.9,0.810973829125053,0.989026170874947,0.86,-0.04,-0.129026170874947,0.0490261708749467,FALSE,0.178052341749893
