"Country","ISO code","UNICEF Region (unused)","UN region","Income group","Gavi eligibility status","Gavi eligibility (binary)","ARIMA modelled expected 2020 coverage (mean)","ARIMA modelled expected coverage (max 95% CI)","ARIMA modelled expected coverage (min 95% CI)","ARIMA forecast unreliable","ARIMA coverage 95% CI","WUENIC reported 2020 coverage","Coverage delta","Coverage delta (max 95% CI)","Coverage delta (min 95% CI)","95% confident actuals outside expected","Surviving infants","Total missed children","Expected missed children","Additional missed children (mean)","Additional missed children (max 95% CI)","Additional missed children (min 95% CI)"
"Micronesia (Federated States of)","FSM","East Asia & Pacific","Oceania","LMIC","Never Gavi","Not eligible","97.0%",0.874301468536516,1.06569853146348,FALSE,0.191397062926967,"98.0%","1.0%",0.105698531463484,-0.0856985314634835,FALSE,2544,50,76,-25,-268,218
"Mongolia","MNG","East Asia & Pacific","Asia","LMIC","Fully self-financing","Not eligible","98.0%",0.948847571405535,1.01115242859447,FALSE,0.0623048571889304,"98.0%","0.0%",0.0311524285944653,-0.0311524285944651,FALSE,72552,1451,1451,0,-2260,2260
"Mozambique","MOZ","Eastern & Southern Africa","Africa","LIC","Initial self-financing","Gavi-eligible","91.0%",0.889968525485937,0.930031474514064,FALSE,0.040062949028127,"83.0%","-8.0%",-0.0599685254859366,-0.100031474514064,TRUE,1095851,186294,98626,87668,65716,109619
"Myanmar","MMR","East Asia & Pacific","Asia","LMIC","Preparatory transition phase","Gavi-eligible","93.0%",0.846118606743761,1.01388139325624,FALSE,0.167762786512478,"87.0%","-6.0%",0.0238813932562388,-0.143881393256239,FALSE,905655,117735,63395,54339,-21628,130306
"Nauru","NRU","East Asia & Pacific","Oceania","HIC","Never Gavi","Not eligible","99.0%",0.91638869085514,1.06361130914486,FALSE,0.147222618289721,"99.0%","0.0%",0.0736113091448605,-0.0736113091448605,FALSE,NA,NA,NA,NA,NA,NA
"Nepal","NPL","South Asia","Asia","LMIC","Initial self-financing","Gavi-eligible","98.1%",0.931371342460329,1.03088835601514,FALSE,0.0995170135548086,"89.0%","-9.1%",-0.0413713424603288,-0.140888356015137,TRUE,547858,60264,10338,49926,22665,77186
"Netherlands","NLD","Western Europe","Europe","HIC","Never Gavi","Not eligible","98.0%",0.96993574741873,0.99006425258127,FALSE,0.0201285051625391,"98.0%","0.0%",0.0100642525812695,-0.0100642525812695,FALSE,172687,3453,3453,0,-1737,1737
"New Zealand","NZL","East Asia & Pacific","Oceania","HIC","Never Gavi","Not eligible","93.5%",0.902771575735342,0.96639691420638,FALSE,0.0636253384710386,"94.0%","0.5%",0.0372284242646581,-0.0263969142063805,FALSE,59459,3567,3889,-322,-2213,1569
"Nicaragua","NIC","Latin America & Caribbean","Americas","LMIC","Accelerated transition phase","Gavi-eligible","99.0%",0.918336800727033,1.06166319927297,FALSE,0.143326398545935,"94.0%","-5.0%",0.0216631992729672,-0.121663199272967,FALSE,129019,7741,1290,6450,-2794,15696
"Niger","NER","West & Central Africa","Africa","LIC","Initial self-financing","Gavi-eligible","94.4%",0.889038037576747,0.999383015054832,FALSE,0.110344977478085,"93.0%","-1.4%",0.0409619624232532,-0.0693830150548319,FALSE,1051330,73593,58653,14939,-43064,72944
"Nigeria","NGA","West & Central Africa","Africa","LMIC","Accelerated transition phase","Gavi-eligible","65.0%",0.536692474178796,0.763307525821204,FALSE,0.226615051642409,"65.0%","0.0%",0.113307525821204,-0.113307525821204,FALSE,7196873,2518905,2518905,0,-815459,815459
"Norway","NOR","Western Europe","Europe","HIC","Never Gavi","Not eligible","99.0%",0.99,0.99,FALSE,0,"98.0%","-1.0%",-0.01,-0.01,TRUE,59919,1198,599,599,599,599
"Oman","OMN","Middle East & North Africa","Asia","HIC","Never Gavi","Not eligible","99.0%",0.985117387297117,0.993882612702883,FALSE,0.00876522540576574,"99.0%","0.0%",0.00488261270288282,-0.00388261270288293,FALSE,89310,893,937,-44,-436,346
"Pakistan","PAK","South Asia","Asia","LMIC","Preparatory transition phase","Gavi-eligible","91.1%",0.85721917547076,0.964886087687051,FALSE,0.107666912216291,"83.0%","-8.1%",-0.0272191754707597,-0.134886087687051,TRUE,5691818,967609,506272,461336,154926,767747
"Palau","PLW","East Asia & Pacific","Oceania","HIC","Never Gavi","Not eligible","99.0%",0.982199436661469,0.997800563338531,FALSE,0.0156011266770624,"99.0%","0.0%",0.00780056333853119,-0.00780056333853119,FALSE,NA,NA,NA,NA,NA,NA
"Panama","PAN","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","96.7%",0.930415233690139,1.00358476630986,FALSE,0.073169532619721,"93.0%","-3.7%",-0.000415233690139405,-0.0735847663098604,TRUE,78510,5495,2590,2904,32,5777
"Papua New Guinea","PNG","East Asia & Pacific","Oceania","LMIC","Accelerated transition phase","Gavi-eligible","44.0%",0.313937907146527,0.566062092853473,FALSE,0.252124185706945,"48.0%","4.0%",0.166062092853473,-0.0860620928534727,FALSE,228176,118651,127778,-9127,-37891,19637
"Paraguay","PRY","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","89.7%",0.858360821500332,0.936556459987473,FALSE,0.0781956384871414,"84.0%","-5.7%",-0.0183608215003318,-0.0965564599874732,TRUE,140691,22510,14426,8083,2583,13584
"Peru","PER","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","95.4%",0.898168417668802,1.0108315823312,FALSE,0.112663164662396,"93.0%","-2.4%",0.0318315823311981,-0.0808315823311979,FALSE,568231,39776,25854,13921,-18087,45931
"Philippines","PHL","East Asia & Pacific","Asia","LMIC","Never Gavi","Not eligible","79.0%",0.648592874300341,0.931407125699659,FALSE,0.282814251399318,"74.0%","-5.0%",0.0914071256996588,-0.191407125699659,FALSE,2142391,557021,449902,107119,-195829,410068
"Poland","POL","Western Europe","Europe","HIC","Never Gavi","Not eligible","99.0%",0.99,0.99,FALSE,0,"99.0%","0.0%",0,0,TRUE,360699,3606,3606,0,0,0
"Portugal","PRT","Western Europe","Europe","HIC","Never Gavi","Not eligible","98.4%",0.960306674163104,1.0086933258368,FALSE,0.0483866516736949,"99.0%","0.6%",0.0296933258368962,-0.0186933258367987,FALSE,78281,782,1213,-430,-2324,1463
"Qatar","QAT","Middle East & North Africa","Asia","HIC","Never Gavi","Not eligible","97.7%",0.942649477725478,1.01066246356906,FALSE,0.0680129858435804,"89.0%","-8.7%",-0.0526494777254785,-0.120662463569059,TRUE,26513,2916,618,2297,1395,3199
"Republic of Moldova","MDA","Eastern Europe & Central Asia","Europe","UMIC","Fully self-financing","Not eligible","91.0%",0.83933111970363,0.98066888029637,FALSE,0.14133776059274,"86.0%","-5.0%",0.0206688802963697,-0.12066888029637,FALSE,38910,5447,3501,1945,-804,4695
"Republic of North Macedonia","MKD","Eastern Europe & Central Asia","Europe","UMIC","Never Gavi","Not eligible","97.2%",0.945615045017332,0.999384954982667,FALSE,0.0537699099653357,"93.0%","-4.2%",-0.0156150450173316,-0.0693849549826673,TRUE,21604,1512,594,918,337,1498
"Romania","ROU","Eastern Europe & Central Asia","Europe","UMIC","Never Gavi","Not eligible","96.0%",0.946503259752912,0.973496740247088,FALSE,0.0269934804941758,"95.0%","-1.0%",0.0034967402470879,-0.0234967402470879,FALSE,182824,9141,7312,1828,-639,4295
"Russian Federation","RUS","Eastern Europe & Central Asia","Europe","UMIC","Never Gavi","Not eligible","97.1%",0.958928639837221,0.983418857383741,FALSE,0.0244902175465191,"97.0%","-0.1%",0.0110713601627785,-0.0134188573837406,FALSE,1756664,52699,50638,2061,-19448,23572
"Rwanda","RWA","Eastern & Southern Africa","Africa","LIC","Initial self-financing","Gavi-eligible","99.0%",0.961558779213048,1.01844122078695,FALSE,0.0568824415739049,"91.0%","-8.0%",-0.0515587792130475,-0.108441220786952,TRUE,387519,34876,3875,31001,19980,42023
"Saint Kitts and Nevis","KNA","Latin America & Caribbean","Americas","HIC","Never Gavi","Not eligible","98.8%",0.978792631499821,0.996207368500179,FALSE,0.0174147370003581,"99.0%","0.2%",0.011207368500179,-0.00620736850017911,FALSE,NA,NA,NA,NA,NA,NA
"Saint Lucia","LCA","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","96.4%",0.852328211153169,1.07567178884666,FALSE,0.223343577693493,"90.0%","-6.4%",0.0476717888468312,-0.175671788846661,FALSE,2114,211,76,135,-100,371
"Saint Vincent and the Grenadines","VCT","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","98.8%",0.97774648048419,0.99825351951581,FALSE,0.0205070390316207,"99.0%","0.2%",0.0122535195158104,-0.00825351951581021,FALSE,1524,15,18,-3,-18,12
"Samoa","WSM","East Asia & Pacific","Oceania","LMIC","Never Gavi","Not eligible","86.3%",0.610234794901376,1.11676520509862,TRUE,0.506530410197248,"94.0%","7.7%",0.329765205098624,-0.176765205098624,FALSE,4701,282,641,-359,-1550,830
"San Marino","SMR","Western Europe","Europe","HIC","Never Gavi","Not eligible","92.1%",0.870463437973622,0.970958970820117,FALSE,0.100495532846495,"92.0%","-0.1%",0.0495365620263779,-0.050958970820117,FALSE,NA,NA,NA,NA,NA,NA
"Saudi Arabia","SAU","Middle East & North Africa","Asia","HIC","Never Gavi","Not eligible","97.4%",0.951157322209974,0.997842677790026,FALSE,0.0466853555800524,"96.0%","-1.4%",0.00884267779002645,-0.0378426777900259,FALSE,581858,23274,14837,8436,-5145,22019
"Senegal","SEN","West & Central Africa","Africa","LMIC","Preparatory transition phase","Gavi-eligible","97.0%",0.876110366573492,1.06388963342651,FALSE,0.187779266853016,"93.0%","-4.0%",0.0538896334265079,-0.133889633426508,FALSE,543533,38047,16305,21741,-29290,72773
"Serbia","SRB","Eastern Europe & Central Asia","Europe","UMIC","Never Gavi","Not eligible","96.9%",0.926149312675665,1.01285068732433,FALSE,0.0867013746486687,"97.0%","0.1%",0.0438506873243347,-0.0428506873243339,FALSE,80844,2425,2465,-40,-3545,3464
"Seychelles","SYC","Eastern & Southern Africa","Africa","HIC","Never Gavi","Not eligible","98.8%",0.981319719990517,0.995680280009483,FALSE,0.0143605600189658,"99.0%","0.2%",0.00868028000948307,-0.00568028000948273,FALSE,1549,15,17,-2,-13,8
"Sierra Leone","SLE","West & Central Africa","Africa","LIC","Initial self-financing","Gavi-eligible","95.0%",0.782661134830797,1.1173388651692,FALSE,0.334677730338405,"93.0%","-2.0%",0.147338865169203,-0.187338865169202,FALSE,238942,16725,11947,4778,-35205,44763
"Slovakia","SVK","Western Europe","Europe","HIC","Never Gavi","Not eligible","99.0%",0.99,0.99,FALSE,0,"99.0%","0.0%",0,0,TRUE,55397,553,553,0,0,0
"Slovenia","SVN","Western Europe","Europe","HIC","Never Gavi","Not eligible","97.9%",0.966381681335375,0.991698588867743,FALSE,0.025316907532368,"98.0%","0.1%",0.0136183186646248,-0.0116985888677432,FALSE,19328,386,405,-18,-263,226
"Solomon Islands","SLB","East Asia & Pacific","Oceania","LMIC","Accelerated transition phase","Gavi-eligible","90.7%",0.797393170803034,1.01660682919697,TRUE,0.219213658393932,"98.0%","7.3%",0.182606829196966,-0.0366068291969661,FALSE,21277,425,1978,-1553,-3885,778
"Somalia","SOM","Eastern & Southern Africa","Africa","LIC","Initial self-financing","Gavi-eligible","52.6%",0.413769559013525,0.639230440986303,FALSE,0.225460881972778,"52.0%","-0.6%",0.106230440986475,-0.119230440986303,FALSE,616683,296007,291999,4008,-65510,73527
"South Africa","ZAF","Eastern & Southern Africa","Africa","UMIC","Never Gavi","Not eligible","86.3%",0.768733774886636,0.957198207136778,FALSE,0.188464432250143,"88.0%","1.7%",0.111266225113364,-0.0771982071367781,FALSE,1142628,137115,156578,-19463,-127135,88208
"Spain","ESP","Western Europe","Europe","HIC","Never Gavi","Not eligible","97.9%",0.975117387297101,0.983882612702866,FALSE,0.00876522540576574,"98.0%","0.1%",0.00488261270289925,-0.00388261270286649,FALSE,379575,7591,7781,-189,-1853,1473
"Sri Lanka","LKA","South Asia","Asia","LMIC","Fully self-financing","Not eligible","98.9%",0.978908710740829,0.99809128925921,FALSE,0.0191825785183812,"96.0%","-2.9%",-0.0189087107408289,-0.0380912892592101,TRUE,324141,12965,3727,9238,6129,12346
"State of Palestine","PSE","Middle East & North Africa","Asia","LMIC","Never Gavi","Not eligible","98.8%",0.974601925089911,1.00205574430297,FALSE,0.0274538192130619,"99.0%","0.2%",0.0153980749100894,-0.0120557443029725,FALSE,141786,1417,1654,-236,-2183,1709
"Sudan","SDN","Eastern & Southern Africa","Africa","LIC","Accelerated transition phase","Gavi-eligible","98.7%",0.926921858631187,1.04631863666312,FALSE,0.119396778031932,"96.0%","-2.7%",0.0330781413688126,-0.0863186366631197,FALSE,1327273,53090,17758,35332,-43903,114568
"Suriname","SUR","Latin America & Caribbean","Americas","UMIC","Never Gavi","Not eligible","81.0%",0.70274183095269,0.91725816904731,TRUE,0.21451633809462,"60.0%","-21.0%",-0.10274183095269,-0.31725816904731,TRUE,10414,4165,1978,2186,1069,3303
"Sweden","SWE","Western Europe","Europe","HIC","Never Gavi","Not eligible","99.0%",0.985117387297117,0.993882612702883,FALSE,0.00876522540576574,"98.0%","-1.0%",-0.00511738729711719,-0.0138826127028829,TRUE,119427,2388,1253,1134,611,1657
"Switzerland","CHE","Western Europe","Europe","HIC","Never Gavi","Not eligible","98.2%",0.967672557822414,0.997284736773345,FALSE,0.0296121789509312,"98.0%","-0.2%",0.0123274421775863,-0.0172847367733449,FALSE,88231,1764,1545,218,-1087,1525
"Syrian Arab Republic","SYR","Middle East & North Africa","Asia","LIC","Initial self-financing","Gavi-eligible","72.0%",0.603785008485656,0.836214991514344,FALSE,0.232429983028687,"65.0%","-7.0%",0.0462149915143437,-0.186214991514344,FALSE,414928,145224,116179,29044,-19175,77265
"Tajikistan","TJK","Eastern Europe & Central Asia","Asia","LMIC","Initial self-financing","Gavi-eligible","98.0%",0.939780441136516,1.02021955886348,FALSE,0.0804391177269687,"98.0%","0.0%",0.0402195588634843,-0.0402195588634844,FALSE,270481,5409,5409,0,-10878,10878
"Thailand","THA","East Asia & Pacific","Asia","UMIC","Never Gavi","Not eligible","99.0%",0.985481993829182,0.994518006170818,FALSE,0.00903601234163642,"99.0%","0.0%",0.00451800617081821,-0.00451800617081821,FALSE,691597,6915,6915,0,-3124,3124
"Togo","TGO","West & Central Africa","Africa","LIC","Initial self-financing","Gavi-eligible","90.0%",0.786960031288414,1.01303996871159,FALSE,0.226079937423173,"87.0%","-3.0%",0.0830399687115863,-0.143039968711586,FALSE,255632,33232,25563,7668,-21227,36565
"Tonga","TON","East Asia & Pacific","Oceania","UMIC","Never Gavi","Not eligible","98.5%",0.963040164787557,1.00795983521244,FALSE,0.0449196704248862,"99.0%","0.5%",0.0269598352124432,-0.017959835212443,FALSE,2473,24,35,-11,-66,44
"Tunisia","TUN","Middle East & North Africa","Africa","LMIC","Never Gavi","Not eligible","94.0%",0.916631438318815,0.963368561681185,FALSE,0.0467371233623692,"92.0%","-2.0%",0.00336856168118471,-0.0433685616811845,FALSE,193610,15488,11616,3872,-652,8396
"Turkey","TUR","Eastern Europe & Central Asia","Asia","UMIC","Never Gavi","Not eligible","99.0%",0.89995739309189,1.08004260690811,FALSE,0.180085213816219,"99.0%","0.0%",0.0900426069081096,-0.0900426069081095,FALSE,1290580,12905,12905,0,-116207,116207
"Turkmenistan","TKM","Eastern Europe & Central Asia","Asia","UMIC","Never Gavi","Not eligible","99.0%",0.970707775600024,1.00831832636582,FALSE,0.0376105507657961,"99.0%","0.0%",0.0192922243999757,-0.0183183263658204,FALSE,129040,1290,1353,-62,-2489,2363
"Tuvalu","TUV","East Asia & Pacific","Oceania","UMIC","Never Gavi","Not eligible","98.6%",0.958723088170534,1.01327691182958,FALSE,0.054553823659043,"99.0%","0.4%",0.0312769118294662,-0.0232769118295768,FALSE,NA,NA,NA,NA,NA,NA
"Uganda","UGA","Eastern & Southern Africa","Africa","LIC","Initial self-financing","Gavi-eligible","98.2%",0.923415176275814,1.04025833113941,FALSE,0.116843154863595,"94.0%","-4.2%",0.0165848237241863,-0.100258331139408,FALSE,1599420,95965,29050,66914,-26526,160355
"Ukraine","UKR","Eastern Europe & Central Asia","Europe","LMIC","Fully self-financing","Not eligible","89.0%",0.640536914446912,1.13946308555309,FALSE,0.498926171106176,"93.0%","4.0%",0.289463085553088,-0.209463085553088,FALSE,393150,27520,43246,-15726,-113802,82350
"United Arab Emirates","ARE","Middle East & North Africa","Asia","HIC","Never Gavi","Not eligible","99.0%",0.970395607307185,1.00960439269281,FALSE,0.0392087853856297,"90.0%","-9.0%",-0.0703956073071852,-0.109604392692815,TRUE,99509,9950,995,8955,7004,10906
"United Kingdom","GBR","Western Europe","Europe","HIC","Never Gavi","Not eligible","97.0%",0.963626096836859,0.976373903163141,FALSE,0.0127478063262814,"97.0%","0.0%",0.00637390316314068,-0.00637390316314068,FALSE,768683,23060,23060,0,-4899,4899
"United Republic of Tanzania","TZA","Eastern & Southern Africa","Africa","LMIC","Preparatory transition phase","Gavi-eligible","92.1%",0.866474482471619,0.974923921204585,FALSE,0.108449438732966,"88.0%","-4.1%",0.0135255175283809,-0.0949239212045853,FALSE,2071868,248624,164300,84323,-28023,196669
"United States","USA","North America","Americas","HIC","Never Gavi","Not eligible","97.0%",0.955773960438092,0.984226039561908,FALSE,0.0284520791238165,"97.0%","0.0%",0.0142260395619083,-0.0142260395619083,FALSE,3935040,118051,118051,0,-55980,55980
"Uruguay","URY","Latin America & Caribbean","Americas","HIC","Never Gavi","Not eligible","97.9%",0.947404556241179,1.01159544375882,FALSE,0.0641908875176409,"98.0%","0.1%",0.0325954437588207,-0.0315954437588202,FALSE,46889,937,961,-23,-1528,1481
"Uzbekistan","UZB","Eastern Europe & Central Asia","Asia","LMIC","Accelerated transition phase","Gavi-eligible","98.6%",0.968207616845033,1.00479238315489,FALSE,0.0365847663098606,"96.0%","-2.6%",-0.00820761684503268,-0.0447923831548933,TRUE,664069,26562,8964,17597,5450,29745
"Vanuatu","VUT","East Asia & Pacific","Oceania","LMIC","Never Gavi","Not eligible","96.0%",0.918542872222826,1.00145712777717,FALSE,0.0829142555543481,"84.0%","-12.0%",-0.078542872222826,-0.161457127777174,TRUE,8654,1384,346,1038,679,1397
"Venezuela (Bolivarian Republic of)","VEN","Latin America & Caribbean","Americas","","Never Gavi","Not eligible","88.9%",0.764364412002695,1.01358477616896,TRUE,0.249220364166267,"73.0%","-15.9%",-0.0343644120026947,-0.283584776168962,TRUE,495337,133740,54994,78745,17021,140470
"Viet Nam","VNM","East Asia & Pacific","Asia","LMIC","Fully self-financing","Not eligible","98.1%",0.873886867941081,1.08800405076781,FALSE,0.214117182826733,"96.0%","-2.1%",0.0861131320589195,-0.128004050767813,FALSE,1541383,61655,29370,32284,-132733,197303
"Yemen","YEM","Middle East & North Africa","Asia","LIC","Initial self-financing","Gavi-eligible","84.4%",0.769054028291573,0.919894231536437,FALSE,0.150840203244864,"83.0%","-1.4%",0.0609459717084271,-0.0898942315364373,FALSE,837019,142293,130178,12115,-51012,75243
"Zambia","ZMB","Eastern & Southern Africa","Africa","LMIC","Preparatory transition phase","Gavi-eligible","93.3%",0.883309001683408,0.982291683756333,FALSE,0.0989826820729254,"88.0%","-5.3%",-0.00330900168340753,-0.102291683756333,TRUE,625937,75112,42062,33049,2071,64028
"Zimbabwe","ZWE","Eastern & Southern Africa","Africa","LMIC","Initial self-financing","Gavi-eligible","94.0%",0.884928470990687,0.995071529009313,FALSE,0.110143058018626,"93.0%","-1.0%",0.0450715290093131,-0.0650715290093129,FALSE,416366,29145,24981,4163,-18766,27093
