Country,ISO code,UNICEF Region (unused),UN region,Income group,Gavi eligibility status,Gavi eligibility (binary),ARIMA modelled expected 2020 coverage (mean),ARIMA modelled expected coverage (max 95% CI),ARIMA modelled expected coverage (min 95% CI),ARIMA forecast unreliable,ARIMA coverage 95% CI,WUENIC reported 2020 coverage,Coverage delta,Coverage delta (max 95% CI),Coverage delta (min 95% CI),95% confident actuals outside expected, Surviving infants , Total missed children , Expected missed children , Additional missed children (mean) , Additional missed children (max 95% CI) , Additional missed children (min 95% CI) 
Malta,MLT,Western Europe,Europe,HIC,Never Gavi,Not eligible,96.6%,86.2%,107.0%,FALSE,20.8%,98.0%,1.4%,11.8%,-9.0%,FALSE," 4,321 ", 86 , 147 , (61), (510), 387 
Mauritania,MRT,West & Central Africa,Africa,LMIC,Preparatory transition phase,Gavi-eligible,74.1%,58.0%,90.3%,FALSE,32.3%,71.0%,-3.1%,13.0%,-19.3%,FALSE," 145,100 "," 42,079 "," 37,508 "," 4,570 "," (18,867)"," 28,008 "
Mauritius,MUS,Eastern & Southern Africa,Africa,UMIC,Never Gavi,Not eligible,95.9%,90.1%,101.6%,FALSE,11.5%,93.0%,-2.9%,2.9%,-8.6%,FALSE," 12,588 ", 881 , 519 , 361 , (359)," 1,082 "
Mexico,MEX,Latin America & Caribbean,Americas,UMIC,Never Gavi,Not eligible,82.0%,72.7%,91.3%,FALSE,18.7%,74.0%,-8.0%,1.3%,-17.3%,FALSE," 2,163,632 "," 562,544 "," 389,453 "," 173,090 "," (28,884)"," 375,065 "
Micronesia (Federated States of),FSM,East Asia & Pacific,Oceania,LMIC,Never Gavi,Not eligible,80.2%,65.8%,94.7%,FALSE,29.0%,83.0%,2.8%,17.2%,-11.7%,FALSE," 2,544 ", 432 , 502 , (69), (438), 298 
Mongolia,MNG,East Asia & Pacific,Asia,LMIC,Fully self-financing,Not eligible,97.8%,95.0%,100.6%,FALSE,5.6%,96.0%,-1.8%,1.0%,-4.6%,FALSE," 72,552 "," 2,902 "," 1,606 "," 1,295 ", (753)," 3,343 "
Mozambique,MOZ,Eastern & Southern Africa,Africa,LIC,Initial self-financing,Gavi-eligible,88.0%,82.0%,94.0%,FALSE,11.9%,79.0%,-9.0%,-3.0%,-15.0%,TRUE," 1,095,851 "," 230,128 "," 131,502 "," 98,626 "," 33,255 "," 163,997 "
Myanmar,MMR,East Asia & Pacific,Asia,LMIC,Preparatory transition phase,Gavi-eligible,90.0%,78.7%,101.3%,FALSE,22.6%,84.0%,-6.0%,5.3%,-17.3%,FALSE," 905,655 "," 144,904 "," 90,565 "," 54,339 "," (48,035)"," 156,714 "
Nauru,NRU,East Asia & Pacific,Oceania,HIC,Never Gavi,Not eligible,96.0%,66.4%,125.6%,FALSE,59.3%,95.0%,-1.0%,28.6%,-30.6%,FALSE, NA , NA , NA , NA , NA , NA 
Nepal,NPL,South Asia,Asia,LMIC,Initial self-financing,Gavi-eligible,94.8%,86.7%,102.8%,FALSE,16.1%,84.0%,-10.8%,-2.7%,-18.8%,TRUE," 547,858 "," 87,657 "," 28,757 "," 58,899 "," 14,761 "," 103,037 "
New Zealand,NZL,East Asia & Pacific,Oceania,HIC,Never Gavi,Not eligible,92.0%,89.5%,94.5%,FALSE,4.9%,92.0%,0.0%,2.5%,-2.5%,FALSE," 59,459 "," 4,756 "," 4,756 ", -   ," (1,464)"," 1,464 "
Nicaragua,NIC,Latin America & Caribbean,Americas,LMIC,Accelerated transition phase,Gavi-eligible,98.0%,92.2%,103.8%,FALSE,11.6%,92.0%,-6.0%,-0.2%,-11.8%,TRUE," 129,019 "," 10,321 "," 2,580 "," 7,741 ", 289 ," 15,193 "
Niger,NER,West & Central Africa,Africa,LIC,Initial self-financing,Gavi-eligible,83.5%,75.5%,91.4%,FALSE,15.9%,81.0%,-2.5%,5.5%,-10.4%,FALSE," 1,051,330 "," 199,752 "," 173,746 "," 26,006 "," (57,657)"," 109,670 "
Nigeria,NGA,West & Central Africa,Africa,LMIC,Accelerated transition phase,Gavi-eligible,57.0%,46.2%,67.8%,FALSE,21.5%,57.0%,0.0%,10.8%,-10.8%,FALSE," 7,196,873 "," 3,094,655 "," 3,094,655 ", -   ," (773,950)"," 773,950 "
Norway,NOR,Western Europe,Europe,HIC,Never Gavi,Not eligible,97.0%,94.6%,99.4%,FALSE,4.8%,97.0%,0.0%,2.4%,-2.4%,FALSE," 59,919 "," 1,797 "," 1,797 ", -   ," (1,451)"," 1,451 "
Pakistan,PAK,South Asia,Asia,LMIC,Preparatory transition phase,Gavi-eligible,84.0%,76.4%,91.6%,FALSE,15.2%,77.0%,-7.0%,0.6%,-14.6%,FALSE," 5,691,818 "," 1,309,118 "," 910,690 "," 398,427 "," (35,149)"," 832,003 "
Palau,PLW,East Asia & Pacific,Oceania,HIC,Never Gavi,Not eligible,94.6%,73.4%,115.7%,FALSE,42.3%,96.0%,1.4%,22.6%,-19.7%,FALSE, NA , NA , NA , NA , NA , NA 
Panama,PAN,Latin America & Caribbean,Americas,UMIC,Never Gavi,Not eligible,88.0%,78.0%,98.0%,FALSE,20.1%,74.0%,-14.0%,-4.0%,-24.0%,TRUE," 78,510 "," 20,412 "," 9,421 "," 10,991 "," 3,113 "," 18,869 "
Papua New Guinea,PNG,East Asia & Pacific,Oceania,LMIC,Accelerated transition phase,Gavi-eligible,35.0%,23.1%,46.9%,FALSE,23.9%,39.0%,4.0%,15.9%,-7.9%,FALSE," 228,176 "," 139,187 "," 148,314 "," (9,127)"," (36,349)"," 18,095 "
Paraguay,PRY,Latin America & Caribbean,Americas,UMIC,Never Gavi,Not eligible,88.1%,83.0%,93.1%,FALSE,10.1%,79.0%,-9.1%,-4.0%,-14.1%,TRUE," 140,691 "," 29,545 "," 16,804 "," 12,740 "," 5,612 "," 19,868 "
Philippines,PHL,East Asia & Pacific,Asia,LMIC,Never Gavi,Not eligible,79.5%,63.3%,95.7%,FALSE,32.4%,71.0%,-8.5%,7.7%,-24.7%,FALSE," 2,142,391 "," 621,293 "," 438,936 "," 182,356 "," (164,978)"," 529,691 "
Qatar,QAT,Middle East & North Africa,Asia,HIC,Never Gavi,Not eligible,94.9%,86.3%,103.5%,FALSE,17.3%,82.0%,-12.9%,-4.3%,-21.5%,TRUE," 26,513 "," 4,772 "," 1,352 "," 3,420 "," 1,127 "," 5,712 "
Republic of Moldova,MDA,Eastern Europe & Central Asia,Europe,UMIC,Fully self-financing,Not eligible,91.0%,85.6%,96.4%,FALSE,10.7%,86.0%,-5.0%,0.4%,-10.4%,FALSE," 38,910 "," 5,447 "," 3,501 "," 1,945 ", (139)," 4,030 "
Romania,ROU,Eastern Europe & Central Asia,Europe,UMIC,Never Gavi,Not eligible,88.0%,82.8%,93.2%,FALSE,10.4%,87.0%,-1.0%,4.2%,-6.2%,FALSE," 182,824 "," 23,767 "," 21,938 "," 1,828 "," (7,652)"," 11,309 "
Russian Federation,RUS,Eastern Europe & Central Asia,Europe,UMIC,Never Gavi,Not eligible,97.0%,96.0%,98.0%,FALSE,1.9%,97.0%,0.0%,1.0%,-1.0%,FALSE," 1,756,664 "," 52,699 "," 52,719 ", (19)," (17,117)"," 17,078 "
Rwanda,RWA,Eastern & Southern Africa,Africa,LIC,Initial self-financing,Gavi-eligible,97.7%,89.0%,106.5%,FALSE,17.5%,91.0%,-6.7%,2.0%,-15.5%,FALSE," 387,519 "," 34,876 "," 8,736 "," 26,139 "," (7,782)"," 60,062 "
Saint Kitts and Nevis,KNA,Latin America & Caribbean,Americas,HIC,Never Gavi,Not eligible,97.8%,95.2%,100.4%,FALSE,5.2%,99.0%,1.2%,3.8%,-1.4%,FALSE, NA , NA , NA , NA , NA , NA 
Saint Lucia,LCA,Latin America & Caribbean,Americas,UMIC,Never Gavi,Not eligible,94.5%,78.9%,110.1%,FALSE,31.2%,86.0%,-8.5%,7.1%,-24.1%,FALSE," 2,114 ", 295 , 116 , 179 , (150), 508 
Saint Vincent and the Grenadines,VCT,Latin America & Caribbean,Americas,UMIC,Never Gavi,Not eligible,98.2%,96.5%,99.9%,FALSE,3.4%,97.0%,-1.2%,0.5%,-2.9%,FALSE," 1,524 ", 45 , 27 , 18 , (7), 43 
Samoa,WSM,East Asia & Pacific,Oceania,LMIC,Never Gavi,Not eligible,64.4%,34.8%,94.0%,TRUE,59.2%,79.0%,14.6%,44.2%,-15.0%,FALSE," 4,701 ", 987 ," 1,672 ", (684)," (2,077)", 707 
San Marino,SMR,Western Europe,Europe,HIC,Never Gavi,Not eligible,88.0%,84.5%,91.5%,FALSE,7.1%,89.0%,1.0%,4.5%,-2.5%,FALSE, NA , NA , NA , NA , NA , NA 
Saudi Arabia,SAU,Middle East & North Africa,Asia,HIC,Never Gavi,Not eligible,96.0%,94.1%,97.9%,FALSE,3.7%,95.0%,-1.0%,0.9%,-2.9%,FALSE," 581,858 "," 29,092 "," 23,274 "," 5,818 "," (4,971)"," 16,608 "
Senegal,SEN,West & Central Africa,Africa,LMIC,Preparatory transition phase,Gavi-eligible,97.3%,87.1%,107.4%,FALSE,20.4%,91.0%,-6.3%,3.9%,-16.4%,FALSE," 543,533 "," 48,917 "," 14,875 "," 34,042 "," (21,294)"," 89,379 "
Seychelles,SYC,Eastern & Southern Africa,Africa,HIC,Never Gavi,Not eligible,98.5%,96.6%,100.3%,FALSE,3.8%,97.0%,-1.5%,0.4%,-3.3%,FALSE," 1,549 ", 46 , 23 , 22 , (6), 51 
Sierra Leone,SLE,West & Central Africa,Africa,LIC,Initial self-financing,Gavi-eligible,95.0%,80.1%,109.9%,FALSE,29.9%,91.0%,-4.0%,10.9%,-18.9%,FALSE," 238,942 "," 21,504 "," 11,947 "," 9,557 "," (26,156)"," 45,272 "
Slovakia,SVK,Western Europe,Europe,HIC,Never Gavi,Not eligible,97.6%,96.9%,98.4%,FALSE,1.5%,97.0%,-0.6%,0.1%,-1.4%,FALSE," 55,397 "," 1,661 "," 1,318 ", 343 , (75), 762 
Slovenia,SVN,Western Europe,Europe,HIC,Never Gavi,Not eligible,94.9%,92.8%,96.9%,FALSE,4.1%,95.0%,0.1%,2.2%,-1.9%,FALSE," 19,328 ", 966 , 991 , (25), (421), 371 
Solomon Islands,SLB,East Asia & Pacific,Oceania,LMIC,Accelerated transition phase,Gavi-eligible,86.9%,76.3%,97.5%,TRUE,21.2%,94.0%,7.1%,17.7%,-3.5%,FALSE," 21,277 "," 1,276 "," 2,787 "," (1,510)"," (3,762)", 740 
Somalia,SOM,Eastern & Southern Africa,Africa,LIC,Initial self-financing,Gavi-eligible,42.0%,32.7%,51.3%,FALSE,18.7%,42.0%,0.0%,9.3%,-9.3%,FALSE," 616,683 "," 357,676 "," 357,676 ", -   ," (57,584)"," 57,584 "
South Africa,ZAF,Eastern & Southern Africa,Africa,UMIC,Never Gavi,Not eligible,85.0%,77.7%,92.3%,FALSE,14.7%,84.0%,-1.0%,6.3%,-8.3%,FALSE," 1,142,628 "," 182,820 "," 171,394 "," 11,426 "," (72,369)"," 95,221 "
Spain,ESP,Western Europe,Europe,HIC,Never Gavi,Not eligible,96.5%,94.8%,98.3%,FALSE,3.5%,98.0%,1.5%,3.2%,-0.3%,FALSE," 379,575 "," 7,591 "," 13,095 "," (5,503)"," (12,103)"," 1,095 "
Sri Lanka,LKA,South Asia,Asia,LMIC,Fully self-financing,Not eligible,99.0%,97.7%,100.3%,FALSE,2.6%,96.0%,-3.0%,-1.7%,-4.3%,TRUE," 324,141 "," 12,965 "," 3,241 "," 9,724 "," 5,433 "," 14,015 "
State of Palestine,PSE,Middle East & North Africa,Asia,LMIC,Never Gavi,Not eligible,99.0%,95.8%,102.2%,FALSE,6.5%,99.0%,0.0%,3.2%,-3.2%,FALSE," 141,786 "," 1,417 "," 1,417 ", -   ," (4,597)"," 4,597 "
Sudan,SDN,Eastern & Southern Africa,Africa,LIC,Accelerated transition phase,Gavi-eligible,94.6%,86.8%,102.5%,FALSE,15.7%,90.0%,-4.6%,3.2%,-12.5%,FALSE," 1,327,273 "," 132,727 "," 71,253 "," 61,473 "," (43,019)"," 165,967 "
Suriname,SUR,Latin America & Caribbean,Americas,UMIC,Never Gavi,Not eligible,77.4%,65.9%,88.9%,TRUE,23.0%,51.0%,-26.4%,-14.9%,-37.9%,TRUE," 10,414 "," 5,102 "," 2,356 "," 2,745 "," 1,546 "," 3,945 "
Sweden,SWE,Western Europe,Europe,HIC,Never Gavi,Not eligible,98.0%,97.0%,99.0%,FALSE,2.0%,97.0%,-1.0%,0.0%,-2.0%,FALSE," 119,427 "," 3,582 "," 2,388 "," 1,194 ", (7)," 2,396 "
Switzerland,CHE,Western Europe,Europe,HIC,Never Gavi,Not eligible,96.2%,95.4%,96.9%,FALSE,1.5%,96.0%,-0.2%,0.6%,-0.9%,FALSE," 88,231 "," 3,529 "," 3,389 ", 139 , (509), 788 
Syrian Arab Republic,SYR,Middle East & North Africa,Asia,LIC,Initial self-financing,Gavi-eligible,54.0%,40.4%,67.6%,FALSE,27.3%,49.0%,-5.0%,8.6%,-18.6%,FALSE," 414,928 "," 211,613 "," 190,866 "," 20,746 "," (35,843)"," 77,336 "
Tajikistan,TJK,Eastern Europe & Central Asia,Asia,LMIC,Initial self-financing,Gavi-eligible,97.0%,92.8%,101.2%,FALSE,8.4%,97.0%,0.0%,4.2%,-4.2%,FALSE," 270,481 "," 8,114 "," 8,114 ", -   ," (11,409)"," 11,409 "
Togo,TGO,West & Central Africa,Africa,LIC,Initial self-financing,Gavi-eligible,84.0%,72.7%,95.3%,FALSE,22.6%,82.0%,-2.0%,9.3%,-13.3%,FALSE," 255,632 "," 46,013 "," 40,901 "," 5,112 "," (23,829)"," 34,054 "
Tonga,TON,East Asia & Pacific,Oceania,UMIC,Never Gavi,Not eligible,98.1%,93.6%,102.6%,FALSE,9.0%,99.0%,0.9%,5.4%,-3.6%,FALSE," 2,473 ", 24 , 47 , (22), (133), 88 
Tunisia,TUN,Middle East & North Africa,Africa,LMIC,Never Gavi,Not eligible,92.0%,89.3%,94.7%,FALSE,5.3%,92.0%,0.0%,2.7%,-2.7%,FALSE," 193,610 "," 15,488 "," 15,488 ", -   ," (5,150)"," 5,150 "
Turkey,TUR,Eastern Europe & Central Asia,Asia,UMIC,Never Gavi,Not eligible,99.0%,88.2%,109.8%,FALSE,21.6%,98.0%,-1.0%,9.8%,-11.8%,FALSE," 1,290,580 "," 25,811 "," 12,905 "," 12,905 "," (126,368)"," 152,179 "
Turkmenistan,TKM,Eastern Europe & Central Asia,Asia,UMIC,Never Gavi,Not eligible,96.9%,90.1%,103.6%,FALSE,13.6%,98.0%,1.1%,7.9%,-5.6%,FALSE," 129,040 "," 2,580 "," 4,064 "," (1,483)"," (10,255)"," 7,287 "
Tuvalu,TUV,East Asia & Pacific,Oceania,UMIC,Never Gavi,Not eligible,93.4%,84.8%,102.1%,FALSE,17.3%,95.0%,1.6%,10.2%,-7.1%,FALSE, NA , NA , NA , NA , NA , NA 
Uganda,UGA,Eastern & Southern Africa,Africa,LIC,Initial self-financing,Gavi-eligible,96.2%,91.4%,101.0%,FALSE,9.6%,89.0%,-7.2%,-2.4%,-12.0%,TRUE," 1,599,420 "," 175,936 "," 61,028 "," 114,907 "," 37,861 "," 191,953 "
Ukraine,UKR,Eastern Europe & Central Asia,Europe,LMIC,Fully self-financing,Not eligible,80.0%,45.9%,114.1%,FALSE,68.2%,81.0%,1.0%,35.1%,-33.1%,FALSE," 393,150 "," 74,698 "," 78,629 "," (3,931)"," (138,038)"," 130,175 "
United Arab Emirates,ARE,Middle East & North Africa,Asia,HIC,Never Gavi,Not eligible,99.0%,96.9%,101.1%,FALSE,4.1%,90.0%,-9.0%,-6.9%,-11.1%,TRUE," 99,509 "," 9,950 ", 995 ," 8,955 "," 6,904 "," 11,006 "
United Kingdom,GBR,Western Europe,Europe,HIC,Never Gavi,Not eligible,93.0%,91.7%,94.3%,FALSE,2.5%,93.0%,0.0%,1.3%,-1.3%,FALSE," 768,683 "," 53,807 "," 53,807 ", -   ," (9,781)"," 9,781 "
United Republic of Tanzania,TZA,Eastern & Southern Africa,Africa,LMIC,Preparatory transition phase,Gavi-eligible,89.0%,81.6%,96.4%,FALSE,14.8%,86.0%,-3.0%,4.4%,-10.4%,FALSE," 2,071,868 "," 290,061 "," 227,980 "," 62,080 "," (91,367)"," 215,529 "
United States,USA,North America,Americas,HIC,Never Gavi,Not eligible,94.3%,92.9%,95.8%,FALSE,2.9%,93.0%,-1.3%,0.1%,-2.8%,FALSE," 3,935,040 "," 275,452 "," 222,485 "," 52,967 "," (4,458)"," 110,393 "
Uruguay,URY,Latin America & Caribbean,Americas,HIC,Never Gavi,Not eligible,94.9%,92.1%,97.7%,FALSE,5.6%,92.0%,-2.9%,-0.1%,-5.7%,TRUE," 46,889 "," 3,751 "," 2,372 "," 1,378 ", 68 ," 2,688 "
Uzbekistan,UZB,Eastern Europe & Central Asia,Asia,LMIC,Accelerated transition phase,Gavi-eligible,96.8%,95.1%,98.6%,FALSE,3.5%,95.0%,-1.8%,-0.1%,-3.6%,TRUE," 664,069 "," 33,203 "," 21,095 "," 12,107 ", 628 ," 23,586 "
Vanuatu,VUT,East Asia & Pacific,Oceania,LMIC,Never Gavi,Not eligible,91.0%,86.3%,95.7%,FALSE,9.4%,78.0%,-13.0%,-8.3%,-17.7%,TRUE," 8,654 "," 1,903 ", 778 ," 1,125 ", 717 ," 1,532 "
Venezuela (Bolivarian Republic of),VEN,Latin America & Caribbean,Americas,,Never Gavi,Not eligible,71.4%,52.3%,90.4%,TRUE,38.1%,54.0%,-17.4%,1.7%,-36.4%,FALSE," 495,337 "," 227,855 "," 141,700 "," 86,154 "," (8,201)"," 180,509 "
Viet Nam,VNM,East Asia & Pacific,Asia,LMIC,Fully self-financing,Not eligible,91.1%,71.6%,110.6%,FALSE,38.9%,94.0%,2.9%,22.4%,-16.6%,FALSE," 1,541,383 "," 92,482 "," 137,183 "," (44,700)"," (344,875)"," 255,475 "
Yemen,YEM,Middle East & North Africa,Asia,LIC,Initial self-financing,Gavi-eligible,76.4%,69.6%,83.3%,FALSE,13.8%,72.0%,-4.4%,2.4%,-11.3%,FALSE," 837,019 "," 234,365 "," 197,210 "," 37,154 "," (20,437)"," 94,746 "
Zambia,ZMB,Eastern & Southern Africa,Africa,LMIC,Preparatory transition phase,Gavi-eligible,86.3%,78.9%,93.7%,FALSE,14.8%,84.0%,-2.3%,5.1%,-9.7%,FALSE," 625,937 "," 100,149 "," 85,519 "," 14,629 "," (31,679)"," 60,939 "
Zimbabwe,ZWE,Eastern & Southern Africa,Africa,LMIC,Initial self-financing,Gavi-eligible,90.0%,81.1%,98.9%,FALSE,17.8%,86.0%,-4.0%,4.9%,-12.9%,FALSE," 416,366 "," 58,291 "," 41,636 "," 16,654 "," (20,412)"," 53,722 "
