"country","iso_code","region","income_group","gavi_status","predicts_2020","predicts_lower","predicts_upper","actuals_2020","cov_delta_mean","cov_delta_high","cov_delta_low","confidence_95_level","ci_width"
"Dominica","DMA","Latin America & Caribbean","Upper middle income","Never Gavi",0.986,0.97122310564936,1.00077689435064,0.99,0.00400000000000023,-0.0107768943506399,0.0187768943506404,FALSE,0.0295537887012803
"Dominican Republic","DOM","Latin America & Caribbean","Upper middle income","Never Gavi",0.96,0.88303181636298,1.03696818363702,0.86,-0.1,-0.17696818363702,-0.0230318163629798,TRUE,0.15393636727404
"Ecuador","ECU","Latin America & Caribbean","Upper middle income","Never Gavi",0.85,0.764094102504709,0.935905897495291,0.74,-0.11,-0.195905897495291,-0.0240941025047088,TRUE,0.171811794990582
"Egypt","EGY","Middle East & North Africa","Lower middle income","Never Gavi",0.955024874073526,0.936238675338336,0.973811072808715,0.95,-0.0050248740735257,-0.0238110728087152,0.0137613246616638,FALSE,0.037572397470379
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","Never Gavi",0.82,0.754067367054673,0.885932632945327,0.79,-0.0299999999999999,-0.0959326329453273,0.0359326329453274,FALSE,0.131865265890655
"Equatorial Guinea","GNQ","West & Central Africa","Upper middle income","Never Gavi",0.77,0.677302536984849,0.862697463015151,0.77,0,-0.0926974630151508,0.0926974630151508,FALSE,0.185394926030302
"Eritrea","ERI","Eastern & Southern Africa","Low income","Initial self-financing",0.967967082975743,0.95021149873026,0.985722667221226,0.97,0.00203291702425712,-0.0157226672212256,0.0197885012697399,FALSE,0.0355111684909655
"Estonia","EST","Western Europe","High income","Never Gavi",0.92,0.900918228370086,0.939081771629915,0.92,0,-0.0190817716299145,0.0190817716299145,FALSE,0.0381635432598291
"Eswatini","SWZ","Eastern & Southern Africa","Lower middle income","Never Gavi",0.96,0.937068537766195,0.982931462233805,0.87,-0.09,-0.112931462233805,-0.0670685377661954,TRUE,0.0458629244676092
"Ethiopia","ETH","Eastern & Southern Africa","Low income","Initial self-financing",0.775263157894738,0.712813889704618,0.837712426084859,0.76,-0.0152631578947383,-0.0777124260848585,0.0471861102953819,FALSE,0.12489853638024
"Finland","FIN","Western Europe","High income","Never Gavi",0.988,0.979956477523981,0.996043522476018,0.98,-0.00799999999999979,-0.0160435224760184,4.3522476018798e-05,FALSE,0.0160870449520372
"Gabon","GAB","West & Central Africa","Upper middle income","Never Gavi",0.77,0.669656778954147,0.870343221045853,0.69,-0.0800000000000001,-0.180343221045853,0.0203432210458533,FALSE,0.200686442091707
"Georgia","GEO","Eastern Europe & Central Asia","Upper middle income","Fully self-financing",0.99,0.920922823106066,1.05907717689393,0.95,-0.04,-0.109077176893934,0.0290771768939343,FALSE,0.138154353787869
"Ghana","GHA","West & Central Africa","Lower middle income","Preparatory transition phase",0.97,0.879509342580584,1.06049065741942,0.94,-0.03,-0.120490657419416,0.0604906574194164,FALSE,0.180981314838833
"Greece","GRC","Western Europe","High income","Never Gavi",0.99,0.976503697926481,1.00349630207352,0.99,0,-0.0134963020735186,0.0134963020735186,FALSE,0.0269926041470372
"Grenada","GRD","Latin America & Caribbean","Upper middle income","Never Gavi",0.9745,0.919992522304347,1.02900747769565,0.79,-0.1845,-0.239007477695653,-0.129992522304347,TRUE,0.109014955391306
"Guatemala","GTM","Latin America & Caribbean","Upper middle income","Never Gavi",0.944,0.880283319080918,1.00771668091908,0.92,-0.024,-0.087716680919082,0.039716680919082,FALSE,0.127433361838164
"Guinea","GIN","West & Central Africa","Low income","Initial self-financing",0.666619366861934,0.556707827526423,0.776530906197445,0.62,-0.0466193668619339,-0.156530906197445,0.063292172473577,FALSE,0.219823078671022
"Guyana","GUY","Latin America & Caribbean","Upper middle income","Fully self-financing",0.982749284618012,0.943879402013945,1.02161916722208,0.99,0.0072507153819884,-0.0316191672220778,0.0461205979860546,FALSE,0.0777397652081324
"Haiti","HTI","Latin America & Caribbean","Lower middle income","Initial self-financing",0.756842539958531,0.699608023904456,0.814077056012606,0.75,-0.00684253995853101,-0.064077056012606,0.050391976095544,FALSE,0.11446903210815
"Honduras","HND","Latin America & Caribbean","Lower middle income","Fully self-financing",0.905201342784999,0.863010614307096,0.947392071262901,0.85,-0.0552013427849988,-0.0973920712629014,-0.0130106143070962,TRUE,0.0843814569558052
"India","IND","South Asia","Lower middle income","Accelerated transition phase",0.950526315789545,0.923214401591731,0.977838229987359,0.87,-0.0805263157895446,-0.107838229987359,-0.0532144015917305,TRUE,0.0546238283956282
"Indonesia","IDN","East Asia & Pacific","Lower middle income","Fully self-financing",0.9,0.855485657560589,0.944514342439411,0.83,-0.0700000000000001,-0.114514342439411,-0.0254856575605895,TRUE,0.0890286848788211
"Iran (Islamic Republic of)","IRN","Middle East & North Africa","Lower middle income","Never Gavi",0.986500000000032,0.970570829770262,1.0024291702298,0.99,0.00349999999996786,-0.0124291702298027,0.0194291702297383,FALSE,0.0318583404595411
"Iraq","IRQ","Middle East & North Africa","Upper middle income","Never Gavi",0.898033791751361,0.783092662783746,1.01297492071898,0.9,0.00196620824863936,-0.112974920718975,0.116907337216254,FALSE,0.229882257935229
"Ireland","IRL","Western Europe","High income","Never Gavi",0.98,0.969936526906236,0.990063473093764,0.98,0,-0.0100634730937635,0.0100634730937635,FALSE,0.0201269461875271
"Israel","ISR","Middle East & North Africa","High income","Never Gavi",0.99,0.959500493974396,1.0204995060256,0.99,0,-0.0304995060256044,0.0304995060256045,FALSE,0.0609990120512088
"Italy","ITA","Western Europe","High income","Never Gavi",0.965,0.943435707770781,0.98656429222922,0.94,-0.0250000000000004,-0.04656429222922,-0.00343570777078073,TRUE,0.0431285844584393
"Jamaica","JAM","Latin America & Caribbean","Upper middle income","Never Gavi",0.97149999999996,0.93215913650342,1.0108408634965,0.97,-0.00149999999995953,-0.040840863496499,0.0378408634965798,FALSE,0.0786817269930787
"Japan","JPN","East Asia & Pacific","High income","Never Gavi",0.982,0.934159632850897,1.0298403671491,0.98,-0.00199999999999989,-0.0498403671491023,0.0458403671491026,FALSE,0.0956807342982049
"Jordan","JOR","Middle East & North Africa","Upper middle income","Never Gavi",0.973999999999999,0.924579770520679,1.02342022947932,0.78,-0.193999999999999,-0.24342022947932,-0.144579770520679,TRUE,0.0988404589586406
"Kazakhstan","KAZ","Eastern Europe & Central Asia","Upper middle income","Never Gavi",0.9735,0.908254747916353,1.03874525208365,0.94,-0.0335,-0.0987452520836472,0.0317452520836472,FALSE,0.130490504167294
"Kenya","KEN","Eastern & Southern Africa","Lower middle income","Preparatory transition phase",0.97,0.916417126836728,1.02358287316327,0.94,-0.03,-0.0835828731632722,0.0235828731632722,FALSE,0.107165746326544
"Kiribati","KIR","East Asia & Pacific","Lower middle income","Fully self-financing",0.945570805445266,0.820907270465739,1.07023434042479,0.99,0.0444291945547337,-0.0802343404247938,0.169092729534261,FALSE,0.249327069959055
"Kyrgyzstan","KGZ","Eastern Europe & Central Asia","Lower middle income","Preparatory transition phase",0.9785,0.950582052788313,1.00641794721169,0.9,-0.0784999999999998,-0.106417947211686,-0.0505820527883132,TRUE,0.0558358944233731
"Lao People's Democratic Republic","LAO","East Asia & Pacific","Lower middle income","Accelerated transition phase",0.86,0.712847575251735,1.00715242474827,0.87,0.01,-0.137152424748265,0.157152424748265,FALSE,0.29430484949653
"Latvia","LVA","Western Europe","High income","Never Gavi",0.973,0.930295409736028,1.01570459026397,0.99,0.0169999999999999,-0.0257045902639721,0.0597045902639719,FALSE,0.085409180527944
"Lebanon","LBN","Middle East & North Africa","Upper middle income","Never Gavi",0.96,0.941994061149063,0.978005938850936,0.87,-0.09,-0.108005938850936,-0.0719940611490635,TRUE,0.036011877701873
"Lesotho","LSO","Eastern & Southern Africa","Lower middle income","Preparatory transition phase",0.92730728272838,0.880994810510611,0.973619754946149,0.92,-0.00730728272838022,-0.053619754946149,0.0390051894893886,FALSE,0.0926249444355376
"Liberia","LBR","West & Central Africa","Low income","Initial self-financing",0.86,0.733457725572125,0.986542274427875,0.82,-0.04,-0.166542274427875,0.0865422744278752,FALSE,0.25308454885575
"Libya","LBY","Middle East & North Africa","Upper middle income","Never Gavi",0.785767169579803,0.670262854124711,0.901271485034896,0.74,-0.0457671695798033,-0.161271485034896,0.0697371458752891,FALSE,0.231008630910185
"Lithuania","LTU","Western Europe","High income","Never Gavi",0.971,0.944858551952939,0.99714144804706,0.95,-0.0209999999999997,-0.0471414480470602,0.00514144804706085,FALSE,0.0522828960941211
"Luxembourg","LUX","Western Europe","High income","Never Gavi",0.99,0.99,0.99,0.99,0,0,0,TRUE,0
"Madagascar","MDG","Eastern & Southern Africa","Low income","Initial self-financing",0.745507563299972,0.676332435498732,0.814682691101212,0.73,-0.0155075632999722,-0.0846826911012125,0.0536675645012682,FALSE,0.138350255602481
"Malawi","MWI","Eastern & Southern Africa","Low income","Initial self-financing",0.968297202954481,0.922386549386694,1.01420785652227,0.95,-0.0182972029544807,-0.0642078565222672,0.027613450613306,FALSE,0.0918213071355732
"Malaysia","MYS","East Asia & Pacific","Upper middle income","Never Gavi",0.987187051778128,0.977706075992565,0.99666802756369,0.99,0.00281294822187239,-0.00666802756369045,0.0122939240074352,FALSE,0.0189619515711257
"Maldives","MDV","South Asia","Upper middle income","Never Gavi",0.9855,0.972048125459289,0.99895187454071,0.99,0.00450000000000028,-0.00895187454071011,0.0179518745407107,FALSE,0.0269037490814208
"Mali","MLI","West & Central Africa","Low income","Initial self-financing",0.813112704884212,0.737911471492297,0.888313938276126,0.75,-0.0631127048842116,-0.138313938276126,0.0120885285077027,FALSE,0.150402466783829
"Malta","MLT","Western Europe","High income","Never Gavi",0.974449170374427,0.915068334979447,1.03383000576941,0.99,0.0155508296255734,-0.0438300057694063,0.0749316650205533,FALSE,0.11876167078996
"Mauritania","MRT","West & Central Africa","Lower middle income","Preparatory transition phase",0.875297597361057,0.774170412854828,0.976424781867286,0.79,-0.0852975973610567,-0.186424781867286,0.0158295871451722,FALSE,0.202254369012458
"Mauritius","MUS","Eastern & Southern Africa","Upper middle income","Never Gavi",0.967982063484246,0.931019298654949,1.00494482831354,0.94,-0.0279820634842461,-0.0649448283135436,0.00898070134505136,FALSE,0.073925529658595
"Mexico","MEX","Latin America & Caribbean","Upper middle income","Never Gavi",0.84,0.776567982705959,0.903432017294041,0.79,-0.0499999999999999,-0.113432017294041,0.0134320172940408,FALSE,0.126864034588081
"Micronesia (Federated States of)","FSM","East Asia & Pacific","Lower middle income","Never Gavi",0.97,0.874301468536516,1.06569853146348,0.98,0.01,-0.0856985314634835,0.105698531463484,FALSE,0.191397062926967
"Mongolia","MNG","East Asia & Pacific","Lower middle income","Fully self-financing",0.98,0.948847571405535,1.01115242859447,0.98,1.11022302462516e-16,-0.0311524285944651,0.0311524285944653,FALSE,0.0623048571889304
"Mozambique","MOZ","Eastern & Southern Africa","Low income","Initial self-financing",0.91,0.889968525485937,0.930031474514064,0.83,-0.0800000000000001,-0.100031474514064,-0.0599685254859366,TRUE,0.040062949028127
"Myanmar","MMR","East Asia & Pacific","Lower middle income","Preparatory transition phase",0.93,0.846118606743761,1.01388139325624,0.87,-0.0600000000000001,-0.143881393256239,0.0238813932562388,FALSE,0.167762786512478
"Nauru","NRU","East Asia & Pacific","High income","Never Gavi",0.99,0.91638869085514,1.06361130914486,0.99,0,-0.0736113091448605,0.0736113091448605,FALSE,0.147222618289721
"Nepal","NPL","South Asia","Lower middle income","Initial self-financing",0.981129849237733,0.931371342460329,1.03088835601514,0.89,-0.091129849237733,-0.140888356015137,-0.0413713424603288,TRUE,0.0995170135548086
"New Zealand","NZL","East Asia & Pacific","High income","Never Gavi",0.934584244970861,0.902771575735342,0.96639691420638,0.94,0.00541575502913882,-0.0263969142063805,0.0372284242646581,FALSE,0.0636253384710386
"Nicaragua","NIC","Latin America & Caribbean","Lower middle income","Accelerated transition phase",0.99,0.918336800727033,1.06166319927297,0.94,-0.05,-0.121663199272967,0.0216631992729672,FALSE,0.143326398545935
"Niger","NER","West & Central Africa","Low income","Initial self-financing",0.944210526315789,0.889038037576747,0.999383015054832,0.93,-0.0142105263157893,-0.0693830150548319,0.0409619624232532,FALSE,0.110344977478085
"Nigeria","NGA","West & Central Africa","Lower middle income","Accelerated transition phase",0.65,0.536692474178796,0.763307525821204,0.65,0,-0.113307525821204,0.113307525821204,FALSE,0.226615051642409
"Norway","NOR","Western Europe","High income","Never Gavi",0.99,0.99,0.99,0.98,-0.01,-0.01,-0.01,TRUE,0
"Pakistan","PAK","South Asia","Lower middle income","Preparatory transition phase",0.911052631578905,0.85721917547076,0.964886087687051,0.83,-0.0810526315789054,-0.134886087687051,-0.0272191754707597,TRUE,0.107666912216291
"Palau","PLW","East Asia & Pacific","High income","Never Gavi",0.99,0.982199436661469,0.997800563338531,0.99,0,-0.00780056333853119,0.00780056333853119,FALSE,0.0156011266770624
"Panama","PAN","Latin America & Caribbean","Upper middle income","Never Gavi",0.967,0.930415233690139,1.00358476630986,0.93,-0.0369999999999999,-0.0735847663098604,-0.000415233690139405,TRUE,0.073169532619721
"Papua New Guinea","PNG","East Asia & Pacific","Lower middle income","Accelerated transition phase",0.44,0.313937907146527,0.566062092853473,0.48,0.04,-0.0860620928534727,0.166062092853473,FALSE,0.252124185706945
"Paraguay","PRY","Latin America & Caribbean","Upper middle income","Never Gavi",0.897458640743902,0.858360821500332,0.936556459987473,0.84,-0.0574586407439025,-0.0965564599874732,-0.0183608215003318,TRUE,0.0781956384871414
"Philippines","PHL","East Asia & Pacific","Lower middle income","Never Gavi",0.79,0.648592874300341,0.931407125699659,0.74,-0.05,-0.191407125699659,0.0914071256996588,FALSE,0.282814251399318
"Qatar","QAT","Middle East & North Africa","High income","Never Gavi",0.976655970647269,0.942649477725478,1.01066246356906,0.89,-0.0866559706472686,-0.120662463569059,-0.0526494777254785,TRUE,0.0680129858435804
"Republic of Moldova","MDA","Eastern Europe & Central Asia","Upper middle income","Fully self-financing",0.91,0.83933111970363,0.98066888029637,0.86,-0.05,-0.12066888029637,0.0206688802963697,FALSE,0.14133776059274
"Romania","ROU","Eastern Europe & Central Asia","Upper middle income","Never Gavi",0.96,0.946503259752912,0.973496740247088,0.95,-0.01,-0.0234967402470879,0.0034967402470879,FALSE,0.0269934804941758
"Russian Federation","RUS","Eastern Europe & Central Asia","Upper middle income","Never Gavi",0.971173748610481,0.958928639837221,0.983418857383741,0.97,-0.00117374861048103,-0.0134188573837406,0.0110713601627785,FALSE,0.0244902175465191
"Rwanda","RWA","Eastern & Southern Africa","Low income","Initial self-financing",0.99,0.961558779213048,1.01844122078695,0.91,-0.08,-0.108441220786952,-0.0515587792130475,TRUE,0.0568824415739049
"Saint Kitts and Nevis","KNA","Latin America & Caribbean","High income","Never Gavi",0.9875,0.978792631499821,0.996207368500179,0.99,0.00249999999999995,-0.00620736850017911,0.011207368500179,FALSE,0.0174147370003581
"Saint Lucia","LCA","Latin America & Caribbean","Upper middle income","Never Gavi",0.963999999999915,0.852328211153169,1.07567178884666,0.9,-0.0639999999999151,-0.175671788846661,0.0476717888468312,FALSE,0.223343577693493
"Saint Vincent and the Grenadines","VCT","Latin America & Caribbean","Upper middle income","Never Gavi",0.988,0.97774648048419,0.99825351951581,0.99,0.00200000000000011,-0.00825351951581021,0.0122535195158104,FALSE,0.0205070390316207
"Samoa","WSM","East Asia & Pacific","Lower middle income","Never Gavi",0.8635,0.610234794901376,1.11676520509862,0.94,0.0765000000000001,-0.176765205098624,0.329765205098624,FALSE,0.506530410197248
"San Marino","SMR","Western Europe","High income","Never Gavi",0.92071120439687,0.870463437973622,0.970958970820117,0.92,-0.000711204396869558,-0.050958970820117,0.0495365620263779,FALSE,0.100495532846495
"Saudi Arabia","SAU","Middle East & North Africa","High income","Never Gavi",0.9745,0.951157322209974,0.997842677790026,0.96,-0.0144999999999997,-0.0378426777900259,0.00884267779002645,FALSE,0.0466853555800524
"Senegal","SEN","West & Central Africa","Lower middle income","Preparatory transition phase",0.97,0.876110366573492,1.06388963342651,0.93,-0.0399999999999999,-0.133889633426508,0.0538896334265079,FALSE,0.187779266853016
"Seychelles","SYC","Eastern & Southern Africa","High income","Never Gavi",0.9885,0.981319719990517,0.995680280009483,0.99,0.00150000000000017,-0.00568028000948273,0.00868028000948307,FALSE,0.0143605600189658
"Sierra Leone","SLE","West & Central Africa","Low income","Initial self-financing",0.95,0.782661134830797,1.1173388651692,0.93,-0.0199999999999999,-0.187338865169202,0.147338865169203,FALSE,0.334677730338405
"Slovakia","SVK","Western Europe","High income","Never Gavi",0.99,0.99,0.99,0.99,0,0,0,TRUE,0
"Slovenia","SVN","Western Europe","High income","Never Gavi",0.979040135101559,0.966381681335375,0.991698588867743,0.98,0.000959864898440799,-0.0116985888677432,0.0136183186646248,FALSE,0.025316907532368
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","Accelerated transition phase",0.907,0.797393170803034,1.01660682919697,0.98,0.0729999999999998,-0.0366068291969661,0.182606829196966,FALSE,0.219213658393932
"Somalia","SOM","Eastern & Southern Africa","Low income","Initial self-financing",0.526499999999914,0.413769559013525,0.639230440986303,0.52,-0.00649999999991435,-0.119230440986303,0.106230440986475,FALSE,0.225460881972778
"South Africa","ZAF","Eastern & Southern Africa","Upper middle income","Never Gavi",0.862965991011707,0.768733774886636,0.957198207136778,0.88,0.0170340089882932,-0.0771982071367781,0.111266225113364,FALSE,0.188464432250143
"Spain","ESP","Western Europe","High income","Never Gavi",0.979499999999984,0.975117387297101,0.983882612702866,0.98,0.000500000000016376,-0.00388261270286649,0.00488261270289925,FALSE,0.00876522540576574
"Sri Lanka","LKA","South Asia","Lower middle income","Fully self-financing",0.988500000000019,0.978908710740829,0.99809128925921,0.96,-0.0285000000000195,-0.0380912892592101,-0.0189087107408289,TRUE,0.0191825785183812
"State of Palestine","PSE","Middle East & North Africa","Lower middle income","Never Gavi",0.988328834696442,0.974601925089911,1.00205574430297,0.99,0.00167116530355849,-0.0120557443029725,0.0153980749100894,FALSE,0.0274538192130619
"Sudan","SDN","Eastern & Southern Africa","Low income","Accelerated transition phase",0.986620247647154,0.926921858631187,1.04631863666312,0.96,-0.0266202476471535,-0.0863186366631197,0.0330781413688126,FALSE,0.119396778031932
"Suriname","SUR","Latin America & Caribbean","Upper middle income","Never Gavi",0.81,0.70274183095269,0.91725816904731,0.6,-0.21,-0.31725816904731,-0.10274183095269,TRUE,0.21451633809462
"Sweden","SWE","Western Europe","High income","Never Gavi",0.9895,0.985117387297117,0.993882612702883,0.98,-0.00950000000000006,-0.0138826127028829,-0.00511738729711719,TRUE,0.00876522540576574
"Switzerland","CHE","Western Europe","High income","Never Gavi",0.982478647297879,0.967672557822414,0.997284736773345,0.98,-0.00247864729787928,-0.0172847367733449,0.0123274421775863,FALSE,0.0296121789509312
"Syrian Arab Republic","SYR","Middle East & North Africa","Low income","Initial self-financing",0.72,0.603785008485656,0.836214991514344,0.65,-0.07,-0.186214991514344,0.0462149915143437,FALSE,0.232429983028687
"Tajikistan","TJK","Eastern Europe & Central Asia","Lower middle income","Initial self-financing",0.98,0.939780441136516,1.02021955886348,0.98,0,-0.0402195588634844,0.0402195588634843,FALSE,0.0804391177269687
"Togo","TGO","West & Central Africa","Low income","Initial self-financing",0.9,0.786960031288414,1.01303996871159,0.87,-0.03,-0.143039968711586,0.0830399687115863,FALSE,0.226079937423173
"Tonga","TON","East Asia & Pacific","Upper middle income","Never Gavi",0.9855,0.963040164787557,1.00795983521244,0.99,0.00450000000000006,-0.017959835212443,0.0269598352124432,FALSE,0.0449196704248862
"Tunisia","TUN","Middle East & North Africa","Lower middle income","Never Gavi",0.94,0.916631438318815,0.963368561681185,0.92,-0.0199999999999999,-0.0433685616811845,0.00336856168118471,FALSE,0.0467371233623692
