"vaccine","sample_size","mean(predicts_2020)","mean(actuals_2020)","point_estimate","low_bound","upper_bound","p_value"
"DTP1",148,0.924637984845054,0.9,-0.0246379848450542,-0.0426871273266237,-0.0065888423634847,1.02305460805699e-11
