"vaccine","sample_size","mean(predicts_2020)","mean(actuals_2020)","point_estimate","low_bound","upper_bound","p_value"
"DTP3",148,0.885062097315333,0.855540540540541,-0.029521556774792,-0.0515863307998785,-0.0074567827497055,9.20341888184717e-13
