"vaccine","sample_size","mean(predicts_2020)","mean(actuals_2020)","point_estimate","low_bound","upper_bound","p_value"
"DTP3",30,0.891847130609441,0.862694610778443,-0.0980473725438646,-0.176723393035112,-0.0193713520526171,2.99434098000361e-11
