"Country","ISO code","Region","Income group","Gavi eligibility status","ARIMA modelled expected 2020 coverage (mean)","ARIMA modelled expected coverage (lower bound)","ARIMA modelled expected coverage (upper bound)","WUENIC reported 2020 coverage","Coverage delta","cov_delta_high","cov_delta_low","confident_95","ci_width","un_region","Data unreliable flag","Surviving infants","Additional missed children (mean)","Additional missed children (lower bound)","Additional missed children (upper bound)","Expected missed children","Total missed children"
"Nepal","NPL","South Asia","LMIC","Initial self-financing","94.8%",0.866944471169995,1.02807411290511,"84.0%","-10.8%",-0.188074112905107,-0.0269444711699953,TRUE,0.161129641735111,"Asia",FALSE,547858,58899,14761,103037,28757,87657
"New Zealand","NZL","East Asia & Pacific","HIC","Never Gavi","92.0%",0.895368518175422,0.944631481824578,"92.0%","0.0%",-0.0246314818245776,0.0246314818245776,FALSE,0.0492629636491553,"Oceania",FALSE,59459,0,-1464,1464,4756,4756
"Nicaragua","NIC","Latin America & Caribbean","LMIC","Accelerated transition phase","98.0%",0.922240645815754,1.03775935418425,"92.0%","-6.0%",-0.117759354184245,-0.00224064581575445,TRUE,0.115518708368491,"Americas",FALSE,129019,7741,289,15193,2580,10321
"Niger","NER","West & Central Africa","LIC","Initial self-financing","83.5%",0.755157874421085,0.914315809789649,"81.0%","-2.5%",-0.104315809789649,0.0548421255789154,FALSE,0.159157935368564,"Africa",FALSE,1051330,26006,-57657,109670,173746,199752
"Nigeria","NGA","West & Central Africa","LMIC","Accelerated transition phase","57.0%",0.462460101012625,0.677539898987375,"57.0%","0.0%",-0.107539898987375,0.107539898987375,FALSE,0.21507979797475,"Africa",FALSE,7196873,0,-773950,773950,3094655,3094655
"Norway","NOR","Western Europe","HIC","Never Gavi","97.0%",0.945782409439516,0.994217590560484,"97.0%","0.0%",-0.0242175905604838,0.0242175905604838,FALSE,0.0484351811209676,"Europe",FALSE,59919,0,-1451,1451,1797,1797
"Pakistan","PAK","South Asia","LMIC","Preparatory transition phase","84.0%",0.763824577328513,0.916175422671486,"77.0%","-7.0%",-0.146175422671486,0.00617542267148652,FALSE,0.152350845342973,"Asia",FALSE,5691818,398427,-35149,832003,910690,1309118
"Palau","PLW","East Asia & Pacific","HIC","Never Gavi","94.6%",0.734054554446713,1.15718285405376,"96.0%","1.4%",-0.197182854053763,0.225945445553287,FALSE,0.42312829960705,"Oceania",FALSE,NA,NA,NA,NA,NA,NA
"Panama","PAN","Latin America & Caribbean","UMIC","Never Gavi","88.0%",0.779656291046609,0.980343708953391,"74.0%","-14.0%",-0.240343708953391,-0.0396562910466094,TRUE,0.200687417906781,"Americas",FALSE,78510,10991,3113,18869,9421,20412
"Papua New Guinea","PNG","East Asia & Pacific","LMIC","Accelerated transition phase","35.0%",0.230694986608318,0.469305013391682,"39.0%","4.0%",-0.0793050133916816,0.159305013391682,FALSE,0.238610026783363,"Oceania",FALSE,228176,-9127,-36349,18095,148314,139187
"Paraguay","PRY","Latin America & Caribbean","UMIC","Never Gavi","88.1%",0.829888992973964,0.931220872459264,"79.0%","-9.1%",-0.141220872459264,-0.039888992973964,TRUE,0.1013318794853,"Americas",FALSE,140691,12740,5612,19868,16804,29545
"Philippines","PHL","East Asia & Pacific","LMIC","Never Gavi","79.5%",0.632993199925837,0.957243178552394,"71.0%","-8.5%",-0.247243178552395,0.0770068000741633,FALSE,0.324249978626558,"Asia",FALSE,2142391,182356,-164978,529691,438936,621293
"Qatar","QAT","Middle East & North Africa","HIC","Never Gavi","94.9%",0.862532133382799,1.0354678666172,"82.0%","-12.9%",-0.2154678666172,-0.0425321333827995,TRUE,0.1729357332344,"Asia",FALSE,26513,3420,1127,5712,1352,4772
"Republic of Moldova","MDA","Eastern Europe & Central Asia","UMIC","Fully self-financing","91.0%",0.85641672385461,0.96358327614539,"86.0%","-5.0%",-0.10358327614539,0.00358327614538967,FALSE,0.107166552290779,"Europe",FALSE,38910,1945,-139,4030,3501,5447
"Romania","ROU","Eastern Europe & Central Asia","UMIC","Never Gavi","88.0%",0.82814231654896,0.93185768345104,"87.0%","-1.0%",-0.0618576834510399,0.0418576834510399,FALSE,0.10371536690208,"Europe",FALSE,182824,1828,-7652,11309,21938,23767
"Russian Federation","RUS","Eastern Europe & Central Asia","UMIC","Never Gavi","97.0%",0.960255646998598,0.979722264323427,"97.0%","0.0%",-0.00972226432342704,0.00974435300140153,FALSE,0.0194666173248286,"Europe",FALSE,1756664,-19,-17117,17078,52719,52699
"Rwanda","RWA","Eastern & Southern Africa","LIC","Initial self-financing","97.7%",0.889916687219957,1.06499211204335,"91.0%","-6.7%",-0.154992112043351,0.0200833127800435,FALSE,0.175075424823394,"Africa",FALSE,387519,26139,-7782,60062,8736,34876
"Saint Kitts and Nevis","KNA","Latin America & Caribbean","HIC","Never Gavi","97.8%",0.952091615577085,1.00390838442291,"99.0%","1.2%",-0.0139083844229135,0.0379083844229147,FALSE,0.0518167688458282,"Americas",FALSE,NA,NA,NA,NA,NA,NA
"Saint Lucia","LCA","Latin America & Caribbean","UMIC","Never Gavi","94.5%",0.788604772602545,1.10075494126234,"86.0%","-8.5%",-0.240754941262344,0.0713952273974546,FALSE,0.312150168659799,"Americas",FALSE,2114,179,-150,508,116,295
"Saint Vincent and the Grenadines","VCT","Latin America & Caribbean","UMIC","Never Gavi","98.2%",0.965092969084166,0.998611219841221,"97.0%","-1.2%",-0.0286112198412207,0.00490703091583389,FALSE,0.0335182507570546,"Americas",FALSE,1524,18,-7,43,27,45
"Samoa","WSM","East Asia & Pacific","LMIC","Never Gavi","64.4%",0.34817139026886,0.940411645905617,"79.0%","14.6%",-0.150411645905617,0.44182860973114,FALSE,0.592240255636757,"Oceania",TRUE,4701,-684,-2077,707,1672,987
"San Marino","SMR","Western Europe","HIC","Never Gavi","88.0%",0.844592051129079,0.915407948870921,"89.0%","1.0%",-0.0254079488709207,0.0454079488709207,FALSE,0.0708158977418414,"Europe",FALSE,NA,NA,NA,NA,NA,NA
"Saudi Arabia","SAU","Middle East & North Africa","HIC","Never Gavi","96.0%",0.941455676271626,0.978544323728374,"95.0%","-1.0%",-0.0285443237283741,0.0085443237283741,FALSE,0.0370886474567482,"Asia",FALSE,581858,5818,-4971,16608,23274,29092
"Senegal","SEN","West & Central Africa","LMIC","Preparatory transition phase","97.3%",0.870821696284434,1.07444146161028,"91.0%","-6.3%",-0.164441461610282,0.0391783037155663,FALSE,0.203619765325848,"Africa",FALSE,543533,34042,-21294,89379,14875,48917
"Seychelles","SYC","Eastern & Southern Africa","HIC","Never Gavi","98.5%",0.965739864526817,1.00346554935306,"97.0%","-1.5%",-0.0334655493530598,0.00426013547318316,FALSE,0.0377256848262429,"Africa",FALSE,1549,22,-6,51,23,46
"Sierra Leone","SLE","West & Central Africa","LIC","Initial self-financing","95.0%",0.800530421438358,1.09946957856164,"91.0%","-4.0%",-0.189469578561642,0.109469578561642,FALSE,0.298939157123284,"Africa",FALSE,238942,9557,-26156,45272,11947,21504
"Slovakia","SVK","Western Europe","HIC","Never Gavi","97.6%",0.968629608669292,0.983763817603292,"97.0%","-0.6%",-0.0137638176032916,0.00137039133070826,FALSE,0.0151342089339999,"Europe",FALSE,55397,343,-75,762,1318,1661
"Slovenia","SVN","Western Europe","HIC","Never Gavi","94.9%",0.928183821173297,0.969223810384725,"95.0%","0.1%",-0.0192238103847246,0.0218161788267033,FALSE,0.0410399892114279,"Europe",FALSE,19328,-25,-421,371,991,966
"Solomon Islands","SLB","East Asia & Pacific","LMIC","Accelerated transition phase","86.9%",0.763184870873266,0.974815129126734,"94.0%","7.1%",-0.0348151291267341,0.176815129126734,FALSE,0.211630258253468,"Oceania",TRUE,21277,-1510,-3762,740,2787,1276
"Somalia","SOM","Eastern & Southern Africa","LIC","Initial self-financing","42.0%",0.326622980851711,0.513377019148289,"42.0%","0.0%",-0.0933770191482892,0.0933770191482892,FALSE,0.186754038296578,"Africa",FALSE,616683,0,-57584,57584,357676,357676
"South Africa","ZAF","Eastern & Southern Africa","UMIC","Never Gavi","85.0%",0.776664128206753,0.923335871793247,"84.0%","-1.0%",-0.083335871793247,0.063335871793247,FALSE,0.146671743586494,"Africa",FALSE,1142628,11426,-72369,95221,171394,182820
"Spain","ESP","Western Europe","HIC","Never Gavi","96.5%",0.948114311788804,0.982885688211124,"98.0%","1.5%",-0.00288568821112445,0.0318856882111956,FALSE,0.0347713764223201,"Europe",FALSE,379575,-5503,-12103,1095,13095,7591
"Sri Lanka","LKA","South Asia","LMIC","Fully self-financing","99.0%",0.976762506626411,1.00323749337359,"96.0%","-3.0%",-0.0432374933735888,-0.0167625066264112,TRUE,0.0264749867471776,"Asia",FALSE,324141,9724,5433,14015,3241,12965
"State of Palestine","PSE","Middle East & North Africa","LMIC","Never Gavi","99.0%",0.957572827880185,1.02242717211981,"99.0%","0.0%",-0.0324271721198148,0.0324271721198149,FALSE,0.0648543442396298,"Asia",FALSE,141786,0,-4597,4597,1417,1417
"Sudan","SDN","Eastern & Southern Africa","LIC","Accelerated transition phase","94.6%",0.867587899669616,1.02504367927767,"90.0%","-4.6%",-0.125043679277671,0.0324121003303844,FALSE,0.157455779608056,"Africa",FALSE,1327273,61473,-43019,165967,71253,132727
"Suriname","SUR","Latin America & Caribbean","UMIC","Never Gavi","77.4%",0.658511312742473,0.888840086206968,"51.0%","-26.4%",-0.378840086206968,-0.148511312742473,TRUE,0.230328773464495,"Americas",TRUE,10414,2745,1546,3945,2356,5102
"Sweden","SWE","Western Europe","HIC","Never Gavi","98.0%",0.96993574741873,0.99006425258127,"97.0%","-1.0%",-0.0200642525812695,6.42525812695194e-05,FALSE,0.0201285051625391,"Europe",FALSE,119427,1194,-7,2396,2388,3582
"Switzerland","CHE","Western Europe","HIC","Never Gavi","96.2%",0.954223733761827,0.968934160975015,"96.0%","-0.2%",-0.00893416097501487,0.00577626623817262,FALSE,0.0147104272131875,"Europe",FALSE,88231,139,-509,788,3389,3529
"Syrian Arab Republic","SYR","Middle East & North Africa","LIC","Initial self-financing","54.0%",0.40361491784878,0.67638508215122,"49.0%","-5.0%",-0.18638508215122,0.0863850821512201,FALSE,0.27277016430244,"Asia",FALSE,414928,20746,-35843,77336,190866,211613
"Tajikistan","TJK","Eastern Europe & Central Asia","LMIC","Initial self-financing","97.0%",0.927817761282953,1.01218223871705,"97.0%","0.0%",-0.042182238717047,0.042182238717047,FALSE,0.0843644774340939,"Asia",FALSE,270481,0,-11409,11409,8114,8114
"Togo","TGO","West & Central Africa","LIC","Initial self-financing","84.0%",0.726781519387324,0.953218480612676,"82.0%","-2.0%",-0.133218480612676,0.0932184806126761,FALSE,0.226436961225352,"Africa",FALSE,255632,5112,-23829,34054,40901,46013
"Tonga","TON","East Asia & Pacific","UMIC","Never Gavi","98.1%",0.936147259240584,1.02566811584163,"99.0%","0.9%",-0.0356681158416263,0.0538527407594157,FALSE,0.089520856601042,"Oceania",FALSE,2473,-22,-133,88,47,24
"Tunisia","TUN","Middle East & North Africa","LMIC","Never Gavi","92.0%",0.893394974458293,0.946605025541707,"92.0%","0.0%",-0.026605025541707,0.026605025541707,FALSE,0.0532100510834139,"Africa",FALSE,193610,0,-5150,5150,15488,15488
"Turkey","TUR","Eastern Europe & Central Asia","UMIC","Never Gavi","99.0%",0.882084144981468,1.09791585501853,"98.0%","-1.0%",-0.117915855018532,0.0979158550185315,FALSE,0.215831710037063,"Asia",FALSE,1290580,12905,-126368,152179,12905,25811
"Turkmenistan","TKM","Eastern Europe & Central Asia","UMIC","Never Gavi","96.9%",0.900523014209224,1.03647698579091,"98.0%","1.1%",-0.0564769857909129,0.0794769857907758,FALSE,0.135953971581689,"Asia",FALSE,129040,-1483,-10255,7287,4064,2580
"Tuvalu","TUV","East Asia & Pacific","UMIC","Never Gavi","93.4%",0.847897789333571,1.02110221066625,"95.0%","1.6%",-0.0711022106662529,0.102102210666429,FALSE,0.173204421332682,"Oceania",FALSE,NA,NA,NA,NA,NA,NA
"Uganda","UGA","Eastern & Southern Africa","LIC","Initial self-financing","96.2%",0.913672232849882,1.01001452013596,"89.0%","-7.2%",-0.120014520135964,-0.023672232849882,TRUE,0.0963422872860825,"Africa",FALSE,1599420,114907,37861,191953,61028,175936
"Ukraine","UKR","Eastern Europe & Central Asia","LMIC","Fully self-financing","80.0%",0.458890099796539,1.14110990020346,"81.0%","1.0%",-0.331109900203461,0.351109900203461,FALSE,0.682219800406923,"Europe",FALSE,393150,-3931,-138038,130175,78629,74698
"United Arab Emirates","ARE","Middle East & North Africa","HIC","Never Gavi","99.0%",0.969390270778513,1.01060972922149,"90.0%","-9.0%",-0.110609729221487,-0.0693902707785129,TRUE,0.0412194584429741,"Asia",FALSE,99509,8955,6904,11006,995,9950
"United Kingdom","GBR","Western Europe","HIC","Never Gavi","93.0%",0.917275493670162,0.942724506329838,"93.0%","0.0%",-0.0127245063298379,0.0127245063298379,FALSE,0.0254490126596758,"Europe",FALSE,768683,0,-9781,9781,53807,53807
"United Republic of Tanzania","TZA","Eastern & Southern Africa","LMIC","Preparatory transition phase","89.0%",0.81590078998559,0.964026561888749,"86.0%","-3.0%",-0.104026561888749,0.0440992100144096,FALSE,0.148125771903159,"Africa",FALSE,2071868,62080,-91367,215529,227980,290061
"United States","USA","North America","HIC","Never Gavi","94.3%",0.928866873009609,0.958053992318184,"93.0%","-1.3%",-0.0280539923181835,0.00113312699039114,FALSE,0.0291871193085746,"Americas",FALSE,3935040,52967,-4458,110393,222485,275452
"Uruguay","URY","Latin America & Caribbean","HIC","Never Gavi","94.9%",0.921454111554971,0.977343891815614,"92.0%","-2.9%",-0.0573438918156138,-0.00145411155497122,TRUE,0.0558897802606426,"Americas",FALSE,46889,1378,68,2688,2372,3751
"Uzbekistan","UZB","Eastern Europe & Central Asia","LMIC","Accelerated transition phase","96.8%",0.95094696552461,0.985518756544497,"95.0%","-1.8%",-0.0355187565444967,-0.000946965524609822,TRUE,0.0345717910198868,"Asia",FALSE,664069,12107,628,23586,21095,33203
"Vanuatu","VUT","East Asia & Pacific","LMIC","Never Gavi","91.0%",0.862887219209768,0.957112780790208,"78.0%","-13.0%",-0.177112780790208,-0.0828872192097678,TRUE,0.0942255615804399,"Oceania",FALSE,8654,1125,717,1532,778,1903
"Venezuela (Bolivarian Republic of)","VEN","Latin America & Caribbean","","Never Gavi","71.4%",0.523443493777231,0.904418054226368,"54.0%","-17.4%",-0.364418054226368,0.0165565062227693,FALSE,0.380974560449137,"Americas",TRUE,495337,86154,-8201,180509,141700,227855
"Viet Nam","VNM","East Asia & Pacific","LMIC","Fully self-financing","91.1%",0.716255789142756,1.10574421085724,"94.0%","2.9%",-0.165744210857244,0.223744210857244,FALSE,0.389488421714488,"Asia",FALSE,1541383,-44700,-344875,255475,137183,92482
"Yemen","YEM","Middle East & North Africa","LIC","Initial self-financing","76.4%",0.695583185778783,0.833194816845367,"72.0%","-4.4%",-0.113194816845367,0.0244168142212174,FALSE,0.137611631066585,"Asia",FALSE,837019,37154,-20437,94746,197210,234365
"Zambia","ZMB","Eastern & Southern Africa","LMIC","Preparatory transition phase","86.3%",0.789388457343064,0.937357266376887,"84.0%","-2.3%",-0.0973572663768866,0.0506115426569359,FALSE,0.147968809033822,"Africa",FALSE,625937,14629,-31679,60939,85519,100149
"Zimbabwe","ZWE","Eastern & Southern Africa","LMIC","Initial self-financing","90.0%",0.810973829125053,0.989026170874947,"86.0%","-4.0%",-0.129026170874947,0.0490261708749467,FALSE,0.178052341749893,"Africa",FALSE,416366,16654,-20412,53722,41636,58291
