"vaccine","sample_size","mean(predicts_2020)","mean(actuals_2020)","point_estimate","low_bound","upper_bound","p_value"
"DTP1",37,0.929823347075874,0.907964071856287,-0.0632885788093942,-0.109375192307846,-0.0172019653109429,8.21799633882741e-09
